species,lat,lon,year,country_name,iso3,source_type,location_type,source,is_point
Ae. albopictus,-21.14,-42.63,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.14,-50.49,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.14,-48.42,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.14,-43.72,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.13,-48.95,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.12,-44.22,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.12,-55.83,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.12,-44.05,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.12,-44.16,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.11,-42.98,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.11,-45.83,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.11,-48.03,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.1,-46.66,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.1,-43.99,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.1,-46.21,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.1,-49.77,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.09,-40.88,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.09,-41.78,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.09,-51.11,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.09,-42.41,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.09,-54.91,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.08,-48.67,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.08,-43.77,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.08,-46.42,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.08,-49.39,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.08,-47.04,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.07,-41.6,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.07,-49.22,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.07,-41.57,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.07,-41.36,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.06,-45.06,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.06,-52.49,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.06,-50.21,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.06,-45.66,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.05,-49.53,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.05,-43.41,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.04,-41.94,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.04,-43.61,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.03,-45.19,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-42.15,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-46.75,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-43.17,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-42.85,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-44.2,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-42.7,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-48.77,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-42.6,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.02,-44.8,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.01,-47.41,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.01,-46.53,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.0,-48.28,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.0,-47.84,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.0,-43.82,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.0,-42.21,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-21.0,-51.3,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.99,-46.12,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.99,-43.0,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.99,-48.06,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.99,-40.94,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.99,-48.91,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.98,-42.5,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.98,-45.44,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.98,-44.37,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.98,-41.65,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.97,-41.19,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.94,-44.58,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.94,-45.25,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.94,-48.53,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.94,-49.02,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.94,-50.1,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.94,-45.81,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.93,-41.35,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.93,-49.43,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.93,-49.17,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.92,-44.94,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.92,-49.26,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.92,-43.61,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.92,-43.37,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.91,-48.69,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.91,-42.27,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.91,-42.83,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.9,-47.02,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.9,-43.1,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.9,-51.6,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.89,-41.96,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.89,-44.06,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.89,-41.83,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.89,-49.78,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.89,-42.06,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.89,-46.77,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.89,-49.9,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.88,-43.23,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.88,-45.07,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.87,-42.98,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.87,-50.25,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.87,-42.6,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.87,-51.31,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.87,-47.6,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.86,-44.3,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.86,-43.5,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.85,-42.39,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.85,-49.98,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.84,-42.8,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.84,-40.76,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.83,-43.81,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.83,-49.51,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.83,-42.15,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.83,-46.39,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.81,-41.39,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.81,-45.56,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.81,-43.35,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.79,-41.72,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.79,-43.66,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.79,-42.05,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.79,-42.76,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.79,-48.8,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-41.2,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-40.96,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-49.36,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-42.28,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-46.85,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-50.35,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-47.13,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-43.16,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.78,-43.48,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.76,-40.86,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.76,-46.24,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.75,-44.69,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.75,-45.28,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.75,-42.88,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.75,-42.71,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.74,-49.83,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.74,-45.92,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.74,-48.59,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.73,-46.77,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.73,-41.91,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.73,-41.5,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.73,-46.62,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.73,-49.69,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.72,-49.19,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.71,-42.11,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.71,-48.96,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.7,-44.11,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.7,-49.56,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.7,-47.9,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.69,-44.99,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.69,-40.71,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.69,-48.17,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.68,-51.09,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.68,-50.91,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.68,-43.6,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.67,-42.35,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.67,-50.03,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.67,-42.63,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.67,-43.8,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.67,-42.51,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.67,-43.08,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.66,-47.02,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.65,-45.15,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.65,-44.48,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.65,-47.5,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.65,-41.0,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.65,-50.17,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.64,-50.58,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.64,-44.27,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.63,-43.97,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.63,-41.82,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.63,-42.86,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.63,-43.3,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.62,-50.71,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.61,-40.54,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.61,-46.15,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.6,-49.48,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.6,-47.35,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.59,-42.72,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.59,-41.95,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.58,-42.13,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.58,-51.46,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.57,-40.83,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.56,-43.02,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.56,-44.89,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.56,-46.93,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.56,-44.66,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.55,-44.04,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.54,-47.96,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.54,-41.22,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.53,-46.44,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.53,-41.96,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.53,-42.8,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.53,-43.69,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.52,-45.54,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.52,-50.37,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.52,-44.42,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.52,-41.7,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.52,-49.68,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.52,-48.62,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.52,-43.84,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.51,-45.84,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.51,-42.22,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.49,-42.46,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.49,-47.78,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.49,-43.17,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.48,-44.25,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.48,-51.33,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.48,-50.84,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.48,-42.63,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.47,-42.37,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.47,-51.1,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.46,-46.06,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.46,-41.88,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.46,-45.1,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.45,-49.33,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.45,-50.53,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.45,-45.54,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.45,-50.0,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.44,-46.34,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.44,-50.75,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.44,-42.26,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.44,-41.95,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.44,-42.79,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.43,-42.07,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.43,-40.77,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.43,-40.38,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.43,-49.77,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.42,-42.91,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.41,-44.36,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.41,-50.12,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.41,-44.04,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.4,-52.18,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.4,-50.2,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.4,-41.46,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.4,-44.77,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.4,-43.1,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.4,-45.7,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.4,-43.67,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.39,-40.5,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.39,-47.11,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.38,-42.15,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.38,-41.26,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.37,-50.68,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.37,-41.13,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.37,-44.53,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.37,-46.79,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.37,-49.19,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. albopictus,-20.36,-47.24,2014,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
