species,lat,lon,year,country_name,iso3,source_type,location_type,source,is_point
Ae. aegypti,-8.05,112.82,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-8.01,112.66,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.98,112.63,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.84,112.45,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.61,106.78,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-35.88,-57.9,2011,Argentina,ARG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-35.58,-58.01,2011,Argentina,ARG,published,Less than 10km,Kraemer et al. 2015/2017,False
Ae. aegypti,-26.85,-65.17,2011,Argentina,ARG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-22.28,166.46,2011,New Caledonia,NCL,published,Less than 25km,Kraemer et al. 2015/2017,False
Ae. aegypti,-21.15,-175.22,2011,Tonga,TON,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-12.83,45.17,2011,Mayotte,MYT,published,Less than 100km,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.62,112.38,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.31,110.49,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.3,110.5,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.3,110.52,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.26,112.75,2011,Indonesia,IDN,published,Less than 10km,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.56,106.73,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-4.31,15.19,2011,Congo,COG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-4.26,15.2,2011,Congo,COG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-3.46,114.82,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.41,114.88,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.41,114.88,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.05,-59.94,2011,Brazil,BRA,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-1.62,103.61,2011,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,3.57,101.88,2011,Malaysia,MYS,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,3.57,101.89,2011,Malaysia,MYS,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,6.22,-75.57,2011,Colombia,COL,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,6.25,-75.59,2011,Colombia,COL,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,6.26,-75.62,2011,Colombia,COL,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,7.77,4.57,2011,Nigeria,NGA,published,Less than 25km,Kraemer et al. 2015/2017,False
Ae. aegypti,9.67,80.03,2011,Sri Lanka,LKA,published,Less than 10km,Kraemer et al. 2015/2017,False
Ae. aegypti,12.56,-12.19,2011,Senegal,SEN,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,12.61,-12.25,2011,Senegal,SEN,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,12.8,-16.23,2011,Senegal,SEN,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,13.65,100.41,2011,Thailand,THA,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,14.43,121.03,2011,Philippines,PHL,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,15.88,105.55,2011,Lao People's Democratic Republic,LAO,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,15.92,105.52,2011,Lao People's Democratic Republic,LAO,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,16.12,102.53,2011,Thailand,THA,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,16.17,102.47,2011,Thailand,THA,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,18.72,-97.32,2011,Mexico,MEX,published,Less than 10km,Kraemer et al. 2015/2017,False
Ae. aegypti,18.81,-97.18,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,18.81,-97.27,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,18.84,-97.14,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,18.85,-97.1,2011,Mexico,MEX,published,Less than 10km,Kraemer et al. 2015/2017,False
Ae. aegypti,18.88,-96.92,2011,Mexico,MEX,published,Less than 25km,Kraemer et al. 2015/2017,False
Ae. aegypti,18.9,-98.45,2011,Mexico,MEX,published,Less than 10km,Kraemer et al. 2015/2017,False
Ae. aegypti,19.04,-98.21,2011,Mexico,MEX,published,Less than 25km,Kraemer et al. 2015/2017,False
Ae. aegypti,19.17,-96.13,2011,Mexico,MEX,published,Less than 25km,Kraemer et al. 2015/2017,False
Ae. aegypti,19.45,-96.96,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,19.54,-96.93,2011,Mexico,MEX,published,Less than 25km,Kraemer et al. 2015/2017,False
Ae. aegypti,20.46,-89.22,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.47,-89.08,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.73,-89.17,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.77,-89.21,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.83,-89.19,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.87,-89.21,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.87,-88.99,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.88,-89.75,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.97,-89.57,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,20.97,-89.62,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,21.05,-89.04,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,21.05,-89.07,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,21.15,-86.89,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,21.34,-89.26,2011,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,21.38,-77.92,2011,Cuba,CUB,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,28.55,77.28,2011,India,IND,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,28.67,77.18,2011,India,IND,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,1.18,124.51,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-36.32,-57.68,2012,Argentina,ARG,published,Less than 10km,Kraemer et al. 2015/2017,False
Ae. aegypti,-36.09,-57.81,2012,Argentina,ARG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-35.88,-57.9,2012,Argentina,ARG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-35.58,-58.01,2012,Argentina,ARG,published,Less than 10km,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.38,-65.74,2012,Argentina,ARG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-7.64,109.63,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.46,109.44,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.4,109.74,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.4,109.69,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.39,109.71,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.39,109.6,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.32,110.5,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.3,110.48,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.07,110.56,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.04,110.52,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-7.0,110.71,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.98,110.61,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.96,110.74,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.92,110.58,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.92,110.52,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.9,110.75,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.88,110.65,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.85,110.78,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.85,110.59,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.81,110.7,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-6.77,110.63,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-5.38,105.21,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-5.21,119.4,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-5.15,119.43,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-5.13,119.43,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-5.12,105.31,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.43,114.82,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.42,114.87,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.41,114.88,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.41,114.83,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.41,114.9,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.41,114.85,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.4,114.88,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.4,114.87,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.39,114.88,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.39,114.9,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.39,114.88,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-3.39,114.87,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-2.25,113.95,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-2.24,113.9,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-2.2,113.79,2012,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,7.68,81.73,2012,Sri Lanka,LKA,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,21.04,-89.64,2012,Mexico,MEX,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,35.75,140.38,2012,Japan,JPN,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-0.92,119.91,2013,Indonesia,IDN,unpublished,,Kraemer et al. 2015/2017,False
Ae. aegypti,-32.21,-52.38,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-31.56,-52.31,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.8,-55.63,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.37,-51.32,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.34,-54.37,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.29,-56.16,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.21,-50.87,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.17,-51.44,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.1,-51.16,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.03,-50.23,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-30.0,-51.06,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.92,-51.1,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.92,-51.18,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.89,-50.96,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.8,-56.74,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.74,-51.14,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.73,-51.06,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.71,-51.51,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.62,-51.0,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.55,-52.2,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.46,-50.16,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.45,-55.13,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.19,-51.38,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.11,-51.54,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.1,-54.75,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.08,-51.04,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-29.05,-55.76,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.89,-52.53,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.72,-53.52,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.71,-55.81,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.65,-54.99,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.58,-54.25,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.53,-54.01,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.49,-54.28,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.49,-52.29,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.46,-52.81,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.46,-55.46,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.41,-54.07,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.39,-54.87,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.37,-51.92,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.37,-50.93,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.3,-53.92,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.28,-52.87,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.27,-52.45,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.25,-54.32,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.25,-54.66,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.25,-55.54,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.21,-52.06,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.21,-53.73,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.2,-51.51,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.19,-55.25,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.18,-54.59,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.18,-54.04,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.16,-54.47,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.14,-54.72,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.1,-54.83,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.09,-53.13,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.08,-55.24,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.06,-55.13,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.06,-52.02,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.03,-54.53,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.02,-54.66,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-28.01,-52.33,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.99,-54.29,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.98,-53.89,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.98,-54.97,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.96,-54.83,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.94,-53.36,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.94,-55.16,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.93,-54.72,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.92,-54.03,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.91,-54.19,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.9,-53.73,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.85,-52.17,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.85,-54.95,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.85,-52.47,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.84,-54.52,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.81,-53.65,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.81,-54.06,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.79,-54.71,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.78,-52.55,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.76,-54.91,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.74,-52.66,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.74,-54.13,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.72,-53.95,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.72,-54.27,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.69,-54.56,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.69,-53.01,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.68,-54.1,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.65,-54.78,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.64,-53.96,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.63,-52.25,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.63,-54.43,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.59,-54.3,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.59,-53.99,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.58,-54.66,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.54,-54.53,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.53,-52.9,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.5,-53.38,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.49,-54.35,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.48,-54.13,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.46,-51.91,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.43,-53.93,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.38,-65.74,2013,Argentina,ARG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-27.36,-52.59,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.36,-53.77,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.34,-65.66,2013,Argentina,ARG,published,point,Kraemer et al. 2015/2017,True
Ae. aegypti,-27.32,-53.37,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.26,-53.24,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.25,-53.47,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.2,-53.06,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.17,-53.4,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-27.11,-52.66,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-26.72,-53.48,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-26.25,-53.53,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-26.25,-53.09,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-26.15,-53.57,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-26.15,-52.67,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-26.07,-53.13,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-26.07,-53.63,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.97,-53.69,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.91,-53.48,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.88,-53.64,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.78,-53.42,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.77,-53.27,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.74,-53.11,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.73,-53.72,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.67,-53.55,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.61,-53.79,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.55,-52.6,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.55,-48.49,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.5,-49.29,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.49,-50.86,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
Ae. aegypti,-25.48,-54.02,2013,Brazil,BRA,unpublished,polygon,Kraemer et al. 2015/2017,False
