city,country,lat,lon,population,month,temp_mean_c,rh_mean_pct,precip_sum_mm,vpd_kpa,photoperiod_h,vpd_score,temp_score_aegypti,temp_score_albopictus,photo_factor_albopictus_temperate_only,latitude_weight,photoperiod_relevant,cpp_doy,cpp_month,T_postcpp,lag_days_raw,lag_days,tau_postcpp_days,q_persistence_start,temp_score_cpp_month,vpd_score_cpp_month,S_cpp,days_since_cpp,adult_persistence_tail,adult_persistence_tail_used,postcpp_applicable,suitability_score_aegypti,suitability_score_albopictus_base,suitability_score_albopictus,era5land_fallback_deg,elevation_m,special_interest
Tokyo,Japan,35.687,139.7495,37785000,1,3.7,67.5,66.4,0.2589,9.84,1.0,0.0,0.0,0.0023,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,-220.0,0.0,False,False,0.0,0.0,0.0,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,2,4.58,67.0,65.3,0.2798,10.7,1.0,0.0,0.0,0.0023,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,-189.0,0.0,False,False,0.0,0.0,0.0,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,3,8.08,69.1,108.1,0.3329,11.73,1.0,0.0,0.0,0.0023,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,-161.0,0.0,False,False,0.0,0.0,0.0,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,4,13.17,72.3,107.8,0.4199,12.91,1.0,0.0,0.1594,0.1255,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,-130.0,0.0,False,False,0.0,0.02,0.02,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,5,17.92,75.2,124.5,0.5087,13.89,1.0,0.2434,0.512,0.9972,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,-100.0,0.0,False,False,0.2434,0.5106,0.5106,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,6,21.3,80.8,157.2,0.4877,14.4,1.0,0.5223,0.763,1.0,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,-69.0,0.0,False,False,0.5223,0.763,0.763,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,7,25.0,82.6,146.2,0.5513,14.19,1.0,0.827,0.9631,0.9997,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,-39.0,0.0,False,False,0.827,0.9628,0.9628,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,8,26.31,79.8,111.5,0.6923,13.35,1.0,0.9347,0.8668,0.8268,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,-8.0,0.0,False,False,0.9347,0.7166,0.7166,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,9,22.86,79.6,176.8,0.5695,12.21,1.0,0.6504,0.8783,0.0028,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,23.0,0.4774,True,True,0.6504,0.0025,0.4774,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,10,17.28,78.2,195.4,0.4301,11.07,1.0,0.1907,0.4646,0.0023,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,53.0,0.3192,True,True,0.1907,0.0011,0.3192,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,11,11.72,75.6,84.1,0.3357,10.08,1.0,0.0,0.0523,0.0023,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,84.0,0.2106,True,True,0.0,0.0001,0.2106,0.0,32.0,0
Tokyo,Japan,35.687,139.7495,37785000,12,6.41,70.7,56.3,0.2822,9.59,1.0,0.0,0.0,0.0023,0.9977,True,235.0,8.0,23.92,89.716,89.716,74.5166,0.75,0.8668,1.0,0.6501,114.0,0.1408,True,True,0.0,0.0,0.1408,0.0,32.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,1,25.74,85.4,315.9,0.4839,12.32,1.0,0.8879,0.9086,0.9999,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.8879,0.9085,0.9085,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,2,25.76,86.0,286.8,0.4646,12.2,1.0,0.8895,0.9072,0.9999,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.8895,0.9071,0.9071,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,3,26.12,85.1,243.4,0.5042,12.04,1.0,0.9195,0.8803,0.9998,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9195,0.8802,0.8802,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,4,26.35,85.0,199.6,0.5131,11.86,1.0,0.9383,0.8636,0.9998,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9383,0.8634,0.8634,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,5,26.51,83.7,122.8,0.5656,11.72,1.0,0.9516,0.8517,0.9998,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9516,0.8515,0.8515,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,6,26.37,81.3,89.9,0.6421,11.64,1.0,0.9395,0.8625,0.9998,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9395,0.8623,0.8623,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,7,26.3,77.5,69.6,0.7687,11.67,1.0,0.9337,0.8676,0.9998,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9337,0.8675,0.8675,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,8,26.68,74.2,44.6,0.9038,11.8,1.0,0.9657,0.8391,0.9998,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9657,0.8389,0.8389,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,9,27.14,73.0,57.2,0.9718,11.97,1.0,0.9965,0.8053,0.9998,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9965,0.8051,0.8051,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,10,27.14,76.2,125.4,0.856,12.14,1.0,0.9968,0.8056,0.9999,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9968,0.8055,0.8055,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,11,26.54,81.9,208.8,0.6272,12.29,1.0,0.9542,0.8494,0.9999,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9542,0.8493,0.8493,0.0,6.0,0
Jakarta,Indonesia,-6.175,106.8275,33756000,12,26.04,84.2,264.9,0.5339,12.36,1.0,0.9125,0.8866,0.9999,0.0002,False,,,,,,,0.75,,,,,0.0,False,False,0.9125,0.8865,0.8865,0.0,6.0,0
Delhi,India,28.61,77.23,32226000,1,13.5,66.1,26.7,0.5252,10.37,1.0,0.0,0.184,0.0721,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,-231.0,0.0,False,False,0.0,0.0133,0.0133,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,2,16.78,59.7,34.0,0.7703,11.01,1.0,0.1494,0.4274,0.0721,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,-200.0,0.0,False,False,0.1494,0.0308,0.0308,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,3,22.26,47.2,23.9,1.4173,11.79,0.7914,0.6012,0.834,0.0736,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,-172.0,0.0,False,False,0.4757,0.0486,0.0486,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,4,28.81,29.9,15.5,2.7759,12.69,0.1121,0.8584,0.6827,0.7142,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,-141.0,0.0,False,False,0.0962,0.0546,0.0546,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,5,32.74,30.4,21.3,3.4526,13.43,0.0,0.5316,0.3925,0.9989,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,-111.0,0.0,False,False,0.0,0.0,0.0,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,6,33.05,46.0,73.1,2.7252,13.81,0.1374,0.5066,0.3702,0.9999,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,-80.0,0.0,False,False,0.0696,0.0509,0.0509,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,7,29.9,71.6,201.2,1.1961,13.65,0.9019,0.7678,0.6022,0.9998,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,-50.0,0.0,False,False,0.6925,0.5431,0.5431,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,8,28.63,77.7,180.8,0.8733,13.02,1.0,0.8729,0.6956,0.9714,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,-19.0,0.0,False,False,0.8729,0.6757,0.6757,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,9,27.82,72.0,95.5,1.0454,12.16,0.9773,0.9404,0.7555,0.1012,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,12.0,0.4917,True,True,0.919,0.0747,0.4917,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,10,25.27,54.5,13.7,1.4631,11.29,0.7684,0.8491,0.9433,0.0721,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,42.0,0.3652,True,True,0.6525,0.0523,0.3652,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,11,20.28,54.5,5.6,1.0826,10.55,0.9587,0.4381,0.6873,0.0721,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,73.0,0.2686,True,True,0.42,0.0475,0.2686,0.0,215.0,0
Delhi,India,28.61,77.23,32226000,12,15.33,60.7,7.5,0.6851,10.19,1.0,0.0294,0.3195,0.0721,0.9279,True,246.0,9.0,30.54,121.492,121.492,100.9093,0.75,0.7555,0.9773,0.5537,103.0,0.1995,True,True,0.0294,0.023,0.1995,0.0,215.0,0
Guangzhou,China,23.13,113.26,26940000,1,14.3,66.7,48.7,0.5425,10.72,1.0,0.0,0.2436,0.5461,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,-238.0,0.0,False,False,0.0,0.133,0.133,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,2,16.1,72.3,63.9,0.507,11.23,1.0,0.0929,0.3766,0.5462,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,-207.0,0.0,False,False,0.0929,0.2057,0.2057,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,3,19.2,77.3,136.7,0.5052,11.84,1.0,0.3487,0.6068,0.5573,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,-179.0,0.0,False,False,0.3487,0.3382,0.3382,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,4,22.96,80.5,220.7,0.5461,12.54,1.0,0.6587,0.8857,0.942,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,-148.0,0.0,False,False,0.6587,0.8344,0.8344,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,5,25.73,83.1,325.0,0.5593,13.11,1.0,0.8874,0.909,0.9993,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,-118.0,0.0,False,False,0.8874,0.9084,0.9084,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,6,27.51,84.9,386.6,0.5534,13.41,1.0,0.9661,0.7783,0.9999,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,-87.0,0.0,False,False,0.9661,0.7782,0.7782,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,7,28.24,83.1,264.8,0.6459,13.29,1.0,0.9055,0.7245,0.9998,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,-57.0,0.0,False,False,0.9055,0.7244,0.7244,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,8,28.08,83.7,292.0,0.6176,12.8,1.0,0.9191,0.7365,0.9918,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,-26.0,0.0,False,False,0.9191,0.7305,0.7305,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,9,26.87,79.6,186.5,0.7227,12.13,1.0,0.9806,0.8257,0.6388,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,5.0,0.5835,True,True,0.9806,0.5275,0.5835,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,10,24.1,69.5,63.3,0.9161,11.45,1.0,0.753,0.9707,0.5466,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,35.0,0.4084,False,True,0.753,0.5306,0.5306,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,11,20.09,65.4,39.5,0.814,10.86,1.0,0.4221,0.6729,0.5461,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,66.0,0.2825,False,True,0.4221,0.3675,0.3675,0.0,24.0,0
Guangzhou,China,23.13,113.26,26940000,12,15.45,61.4,41.0,0.6769,10.58,1.0,0.0392,0.3283,0.5461,0.4539,True,253.0,9.0,26.32,101.236,101.236,84.085,0.75,0.8257,1.0,0.6193,96.0,0.1977,True,True,0.0392,0.1793,0.1977,0.0,24.0,0
Mumbai,India,19.0761,72.8775,24973000,1,23.8,59.2,1.1,1.2014,10.97,0.8993,0.7277,0.9478,0.9013,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.6544,0.7683,0.7683,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,2,24.59,59.2,1.0,1.2608,11.38,0.8696,0.793,0.9935,0.9014,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.6896,0.7787,0.7787,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,3,26.68,61.3,1.0,1.3526,11.87,0.8237,0.9651,0.8396,0.9044,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.795,0.6254,0.6254,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,4,28.11,69.7,0.7,1.1523,12.44,0.9238,0.9161,0.7339,0.9757,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.8463,0.6615,0.6615,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,5,29.18,72.8,21.8,1.1014,12.9,0.9493,0.8271,0.6548,0.9992,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.7851,0.6211,0.6211,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,6,27.95,83.2,443.9,0.6346,13.14,1.0,0.9296,0.7459,0.9999,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.9296,0.7458,0.7458,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,7,26.42,89.0,638.8,0.3798,13.04,1.0,0.944,0.8584,0.9997,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.944,0.8582,0.8582,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,8,26.1,88.7,462.9,0.3827,12.65,1.0,0.9177,0.882,0.9943,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.9177,0.8769,0.8769,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,9,26.52,86.1,300.3,0.4809,12.1,1.0,0.9521,0.8512,0.9179,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.9521,0.7813,0.7813,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,10,27.57,75.8,71.2,0.8928,11.55,1.0,0.9608,0.7736,0.9016,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.9608,0.6975,0.6975,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,11,26.93,62.7,8.4,1.3233,11.08,0.8383,0.9859,0.821,0.9013,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.8265,0.6204,0.6204,0.0,6.0,0
Mumbai,India,19.0761,72.8775,24973000,12,24.94,59.7,5.8,1.2735,10.86,0.8632,0.8222,0.9673,0.9013,0.0987,True,,,,,,,0.75,,,,,0.0,False,False,0.7098,0.7526,0.7526,0.0,6.0,0
Manila,Philippines,14.5958,120.9772,24922000,1,24.92,75.3,33.6,0.779,11.22,1.0,0.8205,0.9689,0.9885,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.8205,0.9577,0.9577,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,2,25.42,72.6,25.0,0.889,11.53,1.0,0.8616,0.9321,0.9885,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.8616,0.9214,0.9214,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,3,26.68,70.1,29.3,1.0458,11.9,0.9771,0.965,0.8397,0.9889,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.9429,0.8114,0.8114,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,4,28.33,68.0,29.7,1.2325,12.33,0.8837,0.898,0.7178,0.9949,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.7936,0.6311,0.6311,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,5,28.42,73.9,156.3,1.0106,12.68,0.9947,0.8902,0.7109,0.9995,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.8855,0.7068,0.7068,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,6,27.52,80.8,225.6,0.7043,12.86,1.0,0.9653,0.7776,0.9999,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.9653,0.7775,0.7775,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,7,26.66,84.6,385.2,0.5375,12.79,1.0,0.9638,0.8407,0.9998,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.9638,0.8406,0.8406,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,8,26.43,85.9,358.6,0.4877,12.49,1.0,0.9446,0.8579,0.9979,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.9446,0.8561,0.8561,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,9,26.4,85.8,338.0,0.4893,12.08,1.0,0.9421,0.8601,0.9902,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.9421,0.8517,0.8517,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,10,26.55,82.3,196.2,0.6145,11.66,1.0,0.9547,0.8489,0.9885,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.9547,0.8392,0.8392,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,11,26.34,79.5,89.6,0.7012,11.31,1.0,0.937,0.8647,0.9885,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.937,0.8548,0.8548,0.0,10.0,0
Manila,Philippines,14.5958,120.9772,24922000,12,25.49,78.2,107.8,0.712,11.14,1.0,0.8672,0.9271,0.9885,0.0115,False,,,,,,,0.75,,,,,0.0,False,False,0.8672,0.9165,0.9165,0.0,10.0,0
Shanghai,China,31.2286,121.4747,24073000,1,4.86,73.3,66.8,0.2304,10.18,1.0,0.0,0.0,0.0205,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,-226.0,0.0,False,False,0.0,0.0,0.0,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,2,6.25,73.9,65.8,0.2483,10.9,1.0,0.0,0.0,0.0205,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,-195.0,0.0,False,False,0.0,0.0,0.0,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,3,9.84,74.2,99.8,0.3139,11.77,1.0,0.0,0.0,0.0208,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,-167.0,0.0,False,False,0.0,0.0,0.0,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,4,14.93,74.7,107.5,0.4291,12.77,1.0,0.0,0.29,0.4551,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,-136.0,0.0,False,False,0.0,0.132,0.132,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,5,20.01,76.7,132.3,0.5448,13.59,1.0,0.4153,0.6668,0.9983,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,-106.0,0.0,False,False,0.4153,0.6656,0.6656,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,6,23.73,83.2,280.1,0.4946,14.02,1.0,0.722,0.9427,0.9999,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,-75.0,0.0,False,False,0.722,0.9426,0.9426,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,7,27.84,82.3,156.1,0.6642,13.84,1.0,0.9387,0.754,0.9998,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,-45.0,0.0,False,False,0.9387,0.7538,0.7538,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,8,27.74,81.7,162.7,0.6823,13.14,1.0,0.9467,0.761,0.9402,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,-14.0,0.0,False,False,0.9467,0.7155,0.7155,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,9,23.9,79.0,109.9,0.6221,12.18,1.0,0.736,0.9553,0.0275,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,17.0,0.4545,True,True,0.736,0.0263,0.4545,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,10,18.86,74.3,64.0,0.5596,11.22,1.0,0.3209,0.5818,0.0205,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,47.0,0.3041,True,True,0.3209,0.0119,0.3041,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,11,13.49,73.5,58.8,0.4101,10.38,1.0,0.0,0.1835,0.0205,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,78.0,0.2007,True,True,0.0,0.0038,0.2007,0.0,36.0,0
Shanghai,China,31.2286,121.4747,24073000,12,7.2,71.7,47.2,0.2877,9.98,1.0,0.0,0.0,0.0205,0.9795,True,241.0,8.0,23.95,89.86,89.86,74.6362,0.75,0.761,1.0,0.5708,108.0,0.1343,True,True,0.0,0.0,0.1343,0.0,36.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,1,22.25,83.4,270.1,0.4456,13.3,1.0,0.5999,0.8328,0.9998,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,-239.0,0.0,False,False,0.5999,0.8327,0.8327,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,2,22.47,82.9,213.6,0.4641,12.79,1.0,0.6181,0.8492,0.9901,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,-208.0,0.0,False,False,0.6181,0.8408,0.8408,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,3,21.47,84.7,195.7,0.3912,12.16,1.0,0.5359,0.7752,0.6183,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,-180.0,0.0,False,False,0.5359,0.4793,0.4793,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,4,20.08,82.5,86.1,0.4117,11.45,1.0,0.4211,0.672,0.4943,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,-149.0,0.0,False,False,0.4211,0.3322,0.3322,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,5,17.56,81.0,77.4,0.3811,10.86,1.0,0.2137,0.4853,0.4937,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,-119.0,0.0,False,False,0.2137,0.2396,0.2396,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,6,16.64,79.0,58.1,0.3974,10.56,1.0,0.1378,0.417,0.4937,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,-88.0,0.0,False,False,0.1378,0.2059,0.2059,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,7,16.23,76.6,65.9,0.4322,10.68,1.0,0.1037,0.3864,0.4937,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,-58.0,0.0,False,False,0.1037,0.1907,0.1907,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,8,17.1,75.1,51.6,0.4866,11.18,1.0,0.1757,0.4512,0.4938,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,-27.0,0.0,False,False,0.1757,0.2228,0.2228,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,9,18.48,76.2,106.5,0.5059,11.87,1.0,0.2895,0.5535,0.5094,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,4.0,0.0,False,False,0.2895,0.282,0.282,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,10,19.74,80.5,134.5,0.4494,12.56,1.0,0.393,0.6467,0.9438,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,34.0,0.0,False,False,0.393,0.6103,0.6103,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,11,20.13,82.4,176.5,0.4139,13.16,1.0,0.4254,0.6758,0.9995,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,65.0,0.0,False,False,0.4254,0.6755,0.6755,0.0,787.0,0
São Paulo,Brazil,-23.5504,-46.6339,23086000,12,21.59,82.8,208.9,0.4441,13.44,1.0,0.5459,0.7842,0.9999,0.5063,True,254.0,9.0,,,,,0.75,0.5535,1.0,0.4152,95.0,0.0,False,False,0.5459,0.7842,0.7842,0.0,787.0,0
Seoul,"Korea, South",37.5667,126.9833,23016000,1,-3.27,57.3,21.1,0.205,9.68,1.0,0.0,0.0,0.0009,0.9991,True,233.0,8.0,21.74,79.252,79.252,65.8254,0.75,0.9879,1.0,0.741,-218.0,0.0,False,False,0.0,0.0,0.0,0.0,51.0,0
Seoul,"Korea, South",37.5667,126.9833,23016000,2,-0.76,57.4,27.6,0.2462,10.6,1.0,0.0,0.0,0.0009,0.9991,True,233.0,8.0,21.74,79.252,79.252,65.8254,0.75,0.9879,1.0,0.741,-187.0,0.0,False,False,0.0,0.0,0.0,0.0,51.0,0
Seoul,"Korea, South",37.5667,126.9833,23016000,3,4.27,63.0,39.8,0.3065,11.71,1.0,0.0,0.0,0.0009,0.9991,True,233.0,8.0,21.74,79.252,79.252,65.8254,0.75,0.9879,1.0,0.741,-159.0,0.0,False,False,0.0,0.0,0.0,0.0,51.0,0
