city_key,city,country,lat,lon,abs_lat,population,elevation_m,lat_zone,story_tag,season_aegypti,season_start_aegypti,season_end_aegypti,cumulative_aegypti,peak_score_aegypti,bimodal_flag_aegypti,suitability_tier_aegypti,season_albopictus,season_start_albopictus,season_end_albopictus,cumulative_albopictus,peak_score_albopictus,bimodal_flag_albopictus,suitability_tier_albopictus,species_divergence,summer_vpd,altitude_suppressed,tropical_hotspot,invasion_front,mediterranean_pattern,year_round_suitability,emerging_suitability_zone,temperate_albopictus_advantage
"Shaoguan, China",Shaoguan,China,24.811,113.597,24.811,2855131,55.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,5.7,0.964,True,Seasonal,6,4.0,9.0,4.993,0.98,True,Seasonal,-1,0.783,False,False,False,True,False,True,False
"Taichung, Taiwan",Taichung,Taiwan,24.1439,120.6794,24.1439,2850285,93.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.869,0.968,False,Seasonal,8,4.0,11.0,6.266,0.99,True,Seasonal,0,0.709,False,False,False,True,False,True,False
"Cali, Colombia",Cali,Colombia,3.4206,-76.5222,3.4206,2838333,958.0,Tropics,Year-Round Suitability,12,1.0,12.0,6.715,0.583,False,Seasonal,12,1.0,12.0,9.558,0.818,False,Extended,0,0.484,False,False,False,False,True,False,False
"Heyuan, China",Heyuan,China,23.7443,114.7002,23.7443,2837686,37.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.462,0.989,True,Seasonal,7,4.0,10.0,5.657,0.944,True,Seasonal,-1,0.708,False,False,False,True,False,True,False
"Wuzhou, China",Wuzhou,China,23.4767,111.279,23.4767,2820977,23.0,Tropics,Standard,8,4.0,11.0,6.483,0.962,True,Seasonal,8,4.0,11.0,5.65,0.888,True,Seasonal,0,0.822,False,False,False,False,False,False,False
"Pretoria, South Africa",Pretoria,South Africa,-25.7461,28.1881,25.7461,2818100,1341.0,Subtropics,Emerging Suitability,6,1.0,12.0,3.539,0.597,False,Seasonal,5,1.0,12.0,4.354,0.83,False,Seasonal,-1,0.998,False,False,False,False,False,True,False
"Suining, China",Suining,China,30.533,105.593,30.533,2814196,281.0,Subtropics,Emerging Suitability,6,4.0,9.0,4.639,0.912,False,Seasonal,5,4.0,8.0,3.583,0.934,False,Seasonal,-1,0.961,False,False,False,False,False,True,False
"Omdurman, Sudan",Omdurman,Sudan,15.6835,32.4629,15.6835,2805396,397.0,Tropics,Standard,2,1.0,12.0,1.211,0.345,False,Marginal,2,1.0,12.0,1.403,0.445,False,Marginal,0,3.214,False,False,False,False,False,False,False
"Weihai, China",Weihai,China,37.5133,122.1205,37.5133,2804771,24.0,Subtropics,Standard,4,6.0,9.0,2.66,0.813,False,Seasonal,3,6.0,8.0,2.672,0.953,False,Marginal,-1,0.418,False,False,False,False,False,False,False
"Rizhao, China",Rizhao,China,35.417,119.527,35.417,2801013,34.0,Subtropics,Emerging Suitability,4,6.0,9.0,3.188,0.878,False,Seasonal,4,5.0,8.0,2.974,0.94,False,Seasonal,0,0.5,False,False,False,False,False,True,False
"Malang, Indonesia",Malang,Indonesia,-7.98,112.62,7.98,2795209,449.0,Tropics,Year-Round Suitability,12,1.0,12.0,6.755,0.615,False,Seasonal,12,1.0,12.0,9.591,0.846,False,Extended,0,0.344,False,False,False,False,True,False,False
"Stuttgart, Germany",Stuttgart,Germany,48.7775,9.18,48.7775,2787724,246.0,Temperate,Standard,2,7.0,8.0,0.83,0.337,False,Marginal,3,6.0,8.0,1.824,0.596,False,Marginal,1,0.691,False,False,False,False,False,False,False
"Daqing, China",Daqing,China,46.589,125.104,46.589,2781562,148.0,Temperate,Invasion Front,3,6.0,8.0,1.876,0.73,False,Marginal,4,5.0,8.0,2.793,0.95,False,Seasonal,1,0.88,False,False,True,False,False,False,True
"Rome, Italy",Rome,Italy,41.8931,12.4828,41.8931,2748109,50.0,Temperate,Mediterranean Pattern,4,6.0,9.0,2.964,0.744,False,Seasonal,4,5.0,8.0,2.832,0.846,True,Seasonal,0,1.19,False,False,True,True,False,False,False
"Kaohsiung, Taiwan",Kaohsiung,Taiwan,22.615,120.2975,22.615,2737660,9.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.159,0.981,True,Extended,12,1.0,12.0,7.247,0.878,True,Extended,0,0.717,False,True,False,False,True,False,False
"Brooklyn, United States",Brooklyn,United States,40.6501,-73.9496,40.6501,2736074,17.0,Temperate,Invasion Front,4,6.0,9.0,2.707,0.824,False,Seasonal,4,5.0,8.0,2.882,0.963,False,Seasonal,0,0.895,False,False,True,False,False,False,False
"Xiangtan, China",Xiangtan,China,27.8313,112.9454,27.8313,2726181,71.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,4.628,0.975,True,Seasonal,5,4.0,8.0,3.521,0.913,True,Seasonal,-2,1.07,False,False,False,True,False,True,False
"Bazhou, China",Bazhou,China,31.868,106.748,31.868,2712894,484.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.205,0.984,False,Seasonal,4,5.0,8.0,3.56,0.989,False,Seasonal,-1,0.775,False,False,False,False,False,True,False
"Handan, China",Handan,China,36.601,114.487,36.601,2708015,63.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.658,0.914,False,Seasonal,4,5.0,8.0,2.674,0.709,False,Seasonal,-1,1.204,False,False,False,False,False,True,False
"Brisbane, Australia",Brisbane,Australia,-27.4678,153.0281,27.4678,2706966,47.0,Subtropics,Emerging Suitability,7,1.0,12.0,4.912,0.804,False,Seasonal,5,1.0,12.0,4.762,0.983,False,Seasonal,-2,0.803,False,False,False,False,False,True,False
"Jinzhou, China",Jinzhou,China,41.129,121.148,41.129,2703853,29.0,Temperate,Invasion Front,4,6.0,9.0,2.817,0.849,False,Seasonal,4,5.0,8.0,3.037,0.943,False,Seasonal,0,0.86,False,False,True,False,False,False,False
"Denver, United States",Denver,United States,39.762,-104.8758,39.762,2691349,1611.0,Subtropics,Standard,2,7.0,8.0,1.302,0.451,False,Marginal,3,6.0,8.0,1.72,0.627,False,Marginal,1,1.342,False,False,False,False,False,False,False
"Xinzhou, China",Xinzhou,China,38.416,112.734,38.416,2689668,791.0,Subtropics,Emerging Suitability,3,6.0,8.0,1.921,0.654,False,Marginal,4,5.0,8.0,2.563,0.881,False,Seasonal,1,0.924,False,False,False,False,False,True,False
"Nanping, China",Nanping,China,26.6418,118.1774,26.6418,2680645,95.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,5.11,0.931,True,Seasonal,5,4.0,8.0,4.035,0.912,True,Seasonal,-2,1.056,False,False,False,True,False,True,False
"Gāzipura, Bangladesh",Gāzipura,Bangladesh,23.9234,90.3959,23.9234,2674697,11.0,Subtropics,Emerging Suitability,11,2.0,12.0,8.857,0.995,False,Extended,10,2.0,11.0,5.852,0.713,False,Extended,-1,0.624,False,False,False,False,False,True,False
"Shanwei, China",Shanwei,China,22.7872,115.3756,22.7872,2672819,8.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.341,0.972,True,Extended,9,3.0,11.0,6.587,0.921,True,Extended,0,0.574,False,True,False,False,False,False,False
"Maracaibo, Venezuela",Maracaibo,Venezuela,10.6333,-71.6333,10.6333,2658355,20.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.234,0.937,True,Extended,12,1.0,12.0,8.152,0.751,True,Extended,0,0.958,False,True,False,False,True,False,False
"Chaozhou, China",Chaozhou,China,23.658,116.622,23.658,2656600,16.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.392,0.98,True,Seasonal,8,4.0,11.0,5.969,0.998,True,Seasonal,0,0.613,False,False,False,True,False,True,False
"Baotou, China",Baotou,China,40.6213,109.9532,40.6213,2650364,1064.0,Temperate,Invasion Front,3,6.0,8.0,1.685,0.558,False,Marginal,4,5.0,8.0,2.147,0.721,False,Seasonal,1,1.461,False,False,True,False,False,False,True
"Longyan, China",Longyan,China,25.076,117.017,25.076,2640000,329.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,4.793,0.893,False,Seasonal,6,4.0,9.0,5.133,0.991,True,Seasonal,-1,0.641,False,False,False,True,False,True,False
"Weifang, China",Weifang,China,36.708,119.162,36.708,2636154,31.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.576,0.986,False,Seasonal,4,5.0,8.0,3.085,0.892,False,Seasonal,-1,0.954,False,False,False,False,False,True,False
"Huai’an, China",Huai’an,China,33.551,119.113,33.551,2632788,8.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.086,0.992,False,Seasonal,4,5.0,8.0,3.287,0.976,False,Seasonal,-1,0.772,False,False,False,False,False,True,False
"Zibo, China",Zibo,China,36.8138,118.055,36.8138,2631647,39.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.453,0.981,False,Seasonal,4,5.0,8.0,3.006,0.814,False,Seasonal,-1,1.058,False,False,False,False,False,True,False
"Attadappa, India",Attadappa,India,11.8689,75.3555,11.8689,2615266,12.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.27,0.992,False,Extended,12,1.0,12.0,9.712,0.902,False,Extended,0,0.413,False,True,False,False,True,False,False
"Munich, Germany",Munich,Germany,48.1375,11.575,48.1375,2606021,524.0,Temperate,Standard,2,7.0,8.0,0.83,0.33,False,Marginal,3,6.0,8.0,1.83,0.59,False,Marginal,1,0.659,False,False,False,False,False,False,False
"Gulou, China",Gulou,China,26.0865,119.298,26.0865,2606000,21.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,5.231,0.927,True,Seasonal,5,4.0,8.0,4.302,0.878,True,Seasonal,-2,0.756,False,False,False,True,False,True,False
"Birmingham, United Kingdom",Birmingham,United Kingdom,52.48,-1.9025,52.48,2590363,153.0,Temperate,Standard,0,,,0.264,0.146,False,Minimal,2,7.0,8.0,1.166,0.424,False,Marginal,2,0.472,False,False,False,False,False,False,False
"Valencia, Venezuela",Valencia,Venezuela,10.1833,-68.0,10.1833,2585202,468.0,Tropics,Tropical Hotspot,12,1.0,12.0,8.296,0.775,True,Extended,12,1.0,12.0,10.972,0.99,True,Extended,0,0.485,False,True,False,False,True,False,False
"Damascus, Syria",Damascus,Syria,33.502,36.2981,33.502,2584771,694.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,2.353,0.458,True,Seasonal,4,5.0,8.0,1.906,0.535,True,Seasonal,-1,2.01,False,False,False,True,False,True,False
"Chattogram, Bangladesh",Chattogram,Bangladesh,22.335,91.8325,22.335,2581643,16.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.951,0.972,False,Extended,12,1.0,12.0,7.473,0.782,False,Extended,0,0.466,False,True,False,False,True,False,False
"Brazzaville, Congo (Brazzaville)",Brazzaville,Congo (Brazzaville),-4.2667,15.2667,4.2667,2557100,305.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.18,0.93,True,Extended,12,1.0,12.0,11.056,0.979,True,Extended,0,0.577,False,True,False,False,True,False,False
"Yangjiang, China",Yangjiang,China,21.857,111.983,21.857,2555600,3.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.602,0.979,True,Extended,11,2.0,12.0,6.999,0.9,True,Extended,2,0.657,False,True,False,False,False,False,False
"Sanaa, Yemen",Sanaa,Yemen,15.3483,44.2064,15.3483,2545000,2256.0,Tropics,Standard,5,5.0,9.0,2.48,0.405,False,Seasonal,9,2.0,10.0,5.095,0.621,False,Seasonal,4,1.456,False,False,False,False,False,False,False
"Barmhān Kalān, India",Barmhān Kalān,India,19.1972,72.9722,19.1972,2537000,14.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.701,0.99,False,Extended,12,1.0,12.0,8.274,0.813,False,Extended,0,0.539,False,True,False,False,True,False,False
"Medellín, Colombia",Medellín,Colombia,6.2308,-75.5906,6.2308,2529403,1494.0,Tropics,Year-Round Suitability,0,,,2.23,0.216,False,Minimal,12,1.0,12.0,5.522,0.487,True,Seasonal,12,0.42,False,False,False,False,True,False,False
"Dingxi, China",Dingxi,China,35.608,104.592,35.608,2524097,1892.0,Subtropics,Standard,1,7.0,7.0,0.764,0.338,False,Marginal,3,6.0,8.0,1.65,0.597,False,Marginal,2,0.783,False,False,False,False,False,False,False
"Shaoxing, China",Shaoxing,China,30.0511,120.5833,30.0511,2521964,7.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.248,0.852,True,Seasonal,4,5.0,8.0,3.228,0.941,True,Seasonal,-2,1.029,False,False,False,True,False,True,False
"Yantai, China",Yantai,China,37.4646,121.4478,37.4646,2511053,3.0,Subtropics,Emerging Suitability,4,6.0,9.0,3.01,0.86,False,Seasonal,4,5.0,8.0,2.877,0.966,False,Seasonal,0,0.56,False,False,False,False,False,True,False
"Huizhou, China",Huizhou,China,23.112,114.416,23.112,2509243,29.0,Tropics,Tropical Hotspot,9,3.0,11.0,6.97,0.993,True,Extended,9,3.0,11.0,6.211,0.904,True,Extended,0,0.666,False,True,False,False,False,False,False
"Xuanzhou, China",Xuanzhou,China,30.939,118.759,30.939,2500063,17.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.368,0.906,False,Seasonal,4,5.0,8.0,3.377,0.945,True,Seasonal,-1,0.862,False,False,False,True,False,True,False
"Mirzāpur, India",Mirzāpur,India,25.146,82.569,25.146,2496970,89.0,Subtropics,Standard,7,2.0,11.0,5.24,0.938,False,Seasonal,3,7.0,9.0,2.794,0.642,False,Marginal,-4,1.343,False,False,False,False,False,False,False
"Hamburg, Germany",Hamburg,Germany,53.55,10.0,53.55,2496600,26.0,Temperate,Standard,0,,,0.592,0.265,False,Minimal,3,6.0,8.0,1.557,0.531,False,Marginal,3,0.556,False,False,False,False,False,False,False
"Taipei, Taiwan",Taipei,Taiwan,25.0375,121.5625,25.0375,2494813,16.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.139,0.979,False,Seasonal,6,4.0,9.0,5.322,0.94,True,Seasonal,-2,0.74,False,False,False,True,False,True,False
"Ankang, China",Ankang,China,32.6854,109.029,32.6854,2493436,272.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.845,0.91,False,Seasonal,4,5.0,8.0,3.24,0.919,False,Seasonal,-1,1.119,False,False,False,False,False,True,False
"Zigong, China",Zigong,China,29.339,104.779,29.339,2489256,308.0,Subtropics,Emerging Suitability,7,4.0,10.0,4.86,0.966,False,Seasonal,5,4.0,8.0,3.872,0.925,False,Seasonal,-2,0.88,False,False,False,False,False,True,False
"Sanming, China",Sanming,China,26.2634,117.6389,26.2634,2486450,192.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,5.07,0.998,False,Seasonal,5,4.0,8.0,4.399,0.928,True,Seasonal,-2,0.895,False,False,False,True,False,True,False
"Toluca, Mexico",Toluca,Mexico,19.2925,-99.6569,19.2925,2476689,2669.0,Tropics,Altitude Protected,0,,,0.0,0.0,False,Minimal,0,,,1.521,0.274,False,Minimal,0,0.378,True,False,False,False,False,False,False
"Huangshi, China",Huangshi,China,30.2011,115.039,30.2011,2469079,20.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.656,0.93,True,Seasonal,4,5.0,8.0,3.419,0.883,True,Seasonal,-2,0.857,False,False,False,True,False,True,False
"Yaoundé, Cameroon",Yaoundé,Cameroon,3.8667,11.5167,3.8667,2440462,746.0,Tropics,Tropical Hotspot,12,1.0,12.0,8.268,0.801,False,Extended,12,1.0,12.0,10.928,0.996,False,Extended,0,0.376,False,True,False,False,True,False,False
"Zhuhai, China",Zhuhai,China,22.2742,113.5719,22.2742,2439585,6.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.432,0.945,True,Extended,10,3.0,12.0,6.723,0.862,True,Extended,1,0.663,False,True,False,False,False,False,False
"Huludao, China",Huludao,China,40.711,120.837,40.711,2434194,16.0,Temperate,Invasion Front,4,6.0,9.0,2.702,0.816,False,Seasonal,4,5.0,8.0,2.897,0.973,False,Seasonal,0,0.758,False,False,True,False,False,False,False
"Baoshan, China",Baoshan,China,25.112,99.161,25.112,2431211,1674.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,2.814,0.504,True,Seasonal,6,4.0,9.0,3.997,0.746,True,Seasonal,1,0.415,False,False,False,True,False,True,False
"Mecca, Saudi Arabia",Mecca,Saudi Arabia,21.4225,39.8261,21.4225,2427924,303.0,Tropics,Standard,5,1.0,12.0,3.074,0.646,False,Seasonal,4,1.0,12.0,2.47,0.593,False,Seasonal,-1,3.844,False,False,False,False,False,False,False
"Vancouver, Canada",Vancouver,Canada,49.25,-123.1,49.25,2426160,71.0,Temperate,Standard,0,,,0.395,0.199,False,Minimal,2,7.0,8.0,1.276,0.471,False,Marginal,2,0.506,False,False,False,False,False,False,False
"Lianshan, China",Lianshan,China,40.7523,120.828,40.7523,2426000,17.0,Temperate,Invasion Front,4,6.0,9.0,2.702,0.816,False,Seasonal,4,5.0,8.0,2.913,0.973,False,Seasonal,0,0.758,False,False,True,False,False,False,False
"Beirut, Lebanon",Beirut,Lebanon,33.8981,35.5058,33.8981,2421354,20.0,Subtropics,Emerging Suitability,6,5.0,10.0,4.973,0.935,False,Seasonal,4,5.0,8.0,3.353,0.965,False,Seasonal,-2,1.064,False,False,False,False,False,True,False
"Salvador, Brazil",Salvador,Brazil,-12.9831,-38.4928,12.9831,2417678,36.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.469,0.977,False,Extended,12,1.0,12.0,10.888,0.99,False,Extended,0,0.714,False,True,False,False,True,False,False
"Bucharest, Romania",Bucharest,Romania,44.4325,26.1039,44.4325,2412530,84.0,Temperate,Invasion Front,3,6.0,8.0,2.397,0.692,False,Marginal,4,5.0,8.0,3.015,0.906,False,Seasonal,1,1.02,False,False,True,False,False,False,True
"Longba, China",Longba,China,33.3702,104.9603,33.3702,2407272,993.0,Subtropics,Standard,2,7.0,8.0,0.905,0.381,False,Marginal,3,6.0,8.0,1.872,0.636,False,Marginal,1,0.503,False,False,False,False,False,False,False
"Nāgpur, India",Nāgpur,India,21.1497,79.0806,21.1497,2405665,319.0,Tropics,Standard,8,1.0,12.0,6.266,0.987,False,Seasonal,8,1.0,12.0,5.386,0.835,False,Seasonal,0,1.177,False,False,False,False,False,False,False
"Queens, United States",Queens,United States,40.7498,-73.7976,40.7498,2405464,12.0,Temperate,Invasion Front,4,6.0,9.0,2.562,0.798,False,Seasonal,4,5.0,8.0,2.817,0.989,False,Seasonal,0,0.86,False,False,True,False,False,False,False
"Tieling, China",Tieling,China,42.2237,123.726,42.2237,2388294,57.0,Temperate,Invasion Front,3,6.0,8.0,2.61,0.827,False,Marginal,4,5.0,8.0,3.071,0.963,False,Seasonal,1,0.852,False,False,True,False,False,False,True
"Yunfu, China",Yunfu,China,22.9152,112.0445,22.9152,2383350,170.0,Tropics,Standard,8,4.0,11.0,6.702,0.975,True,Seasonal,9,3.0,11.0,6.162,0.903,True,Extended,1,0.742,False,False,False,False,False,False,False
"Bekasi, Indonesia",Bekasi,Indonesia,-6.2333,107.0,6.2333,2381053,20.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.662,0.993,True,Extended,12,1.0,12.0,9.9,0.871,False,Extended,0,0.555,False,True,False,False,True,False,False
"Daegu, Korea, South",Daegu,"Korea, South",35.8717,128.6017,35.8717,2376044,47.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.26,0.913,False,Seasonal,4,5.0,8.0,3.1,0.916,False,Seasonal,-1,0.914,False,False,False,False,False,True,False
"Ghāziābād, India",Ghāziābād,India,28.67,77.42,28.67,2375820,213.0,Subtropics,Standard,6,3.0,11.0,4.572,0.88,False,Seasonal,2,7.0,8.0,1.654,0.612,False,Marginal,-4,1.453,False,False,False,False,False,False,False
"Luoyang, China",Luoyang,China,34.6197,112.4539,34.6197,2372571,147.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.53,0.98,False,Seasonal,4,5.0,8.0,3.138,0.826,False,Seasonal,-1,1.04,False,False,False,False,False,True,False
"Luohe, China",Luohe,China,33.5804,114.0166,33.5804,2367490,63.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.146,0.961,False,Seasonal,4,5.0,8.0,3.107,0.796,False,Seasonal,-1,1.017,False,False,False,False,False,True,False
"Algiers, Algeria",Algiers,Algeria,36.7325,3.0872,36.7325,2364230,113.0,Subtropics,Emerging Suitability,6,5.0,10.0,4.048,0.878,False,Seasonal,4,5.0,8.0,2.946,0.879,False,Seasonal,-2,1.081,False,False,False,False,False,True,False
"Anshun, China",Anshun,China,26.2531,105.9476,26.2531,2353100,1378.0,Subtropics,Emerging Suitability,5,5.0,9.0,2.657,0.63,False,Seasonal,5,4.0,8.0,3.678,0.859,False,Seasonal,0,0.522,False,False,False,False,False,True,False
"Huainan, China",Huainan,China,32.6314,117.0194,32.6314,2333896,39.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.318,0.982,False,Seasonal,4,5.0,8.0,3.302,0.909,True,Seasonal,-1,0.849,False,False,False,True,False,True,False
"Depok, Indonesia",Depok,Indonesia,-6.394,106.8225,6.394,2330333,92.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.224,0.882,True,Extended,12,1.0,12.0,11.287,0.982,False,Extended,0,0.465,False,True,False,False,True,False,False
"Konya, Turkey",Konya,Turkey,37.8667,32.4833,37.8667,2320241,1033.0,Subtropics,Mediterranean Pattern,4,6.0,9.0,1.546,0.382,False,Marginal,4,5.0,8.0,1.798,0.556,True,Seasonal,0,1.842,False,False,False,True,False,True,False
"Haiphong, Vietnam",Haiphong,Vietnam,20.8651,106.6838,20.8651,2310280,9.0,Tropics,Tropical Hotspot,10,3.0,12.0,7.88,0.972,False,Extended,12,1.0,12.0,7.477,0.929,False,Extended,2,0.728,False,True,False,False,True,False,False
"Yanjiang, China",Yanjiang,China,30.129,104.627,30.129,2308631,375.0,Subtropics,Emerging Suitability,6,4.0,9.0,4.744,0.991,False,Seasonal,5,4.0,8.0,3.808,0.94,False,Seasonal,-1,0.879,False,False,False,False,False,True,False
"Guangyuan, China",Guangyuan,China,32.436,105.844,32.436,2305657,491.0,Subtropics,Emerging Suitability,5,5.0,9.0,2.952,0.788,False,Seasonal,4,5.0,8.0,3.489,0.998,False,Seasonal,-1,0.653,False,False,False,False,False,True,False
"Baku, Azerbaijan",Baku,Azerbaijan,40.3667,49.8352,40.3667,2300500,7.0,Temperate,Mediterranean Pattern,4,6.0,9.0,3.489,0.867,False,Seasonal,4,5.0,8.0,2.748,0.927,True,Seasonal,0,1.137,False,False,True,True,False,False,False
"Yingkou, China",Yingkou,China,40.625,122.219,40.625,2296540,2.0,Temperate,Invasion Front,4,6.0,9.0,2.968,0.875,False,Seasonal,4,5.0,8.0,3.016,0.92,False,Seasonal,0,0.766,False,False,True,False,False,False,False
"Mudanjiang, China",Mudanjiang,China,44.5514,129.6329,44.5514,2290208,235.0,Temperate,Standard,3,6.0,8.0,1.285,0.543,False,Marginal,3,6.0,8.0,2.177,0.782,False,Marginal,0,0.626,False,False,False,False,False,False,False
"Riverside, United States",Riverside,United States,33.9381,-117.3949,33.9381,2288508,271.0,Subtropics,Emerging Suitability,5,6.0,10.0,2.854,0.616,False,Seasonal,4,5.0,8.0,2.696,0.781,False,Seasonal,-1,1.38,False,False,False,False,False,True,False
"Fukuoka, Japan",Fukuoka,Japan,33.59,130.4017,33.59,2286000,26.0,Subtropics,Emerging Suitability,6,5.0,10.0,4.015,0.979,False,Seasonal,4,5.0,8.0,3.108,0.892,False,Seasonal,-2,0.776,False,False,False,False,False,True,False
"Nantong, China",Nantong,China,31.981,120.894,31.981,2261382,1.0,Subtropics,Emerging Suitability,6,5.0,10.0,4.111,0.937,False,Seasonal,4,5.0,8.0,3.24,0.973,False,Seasonal,-2,0.678,False,False,False,False,False,True,False
"Lincang, China",Lincang,China,23.884,100.089,23.884,2257991,1490.0,Subtropics,Emerging Suitability,5,5.0,9.0,2.882,0.5,True,Seasonal,6,4.0,9.0,4.348,0.743,False,Seasonal,1,0.429,False,False,False,False,False,True,False
"Las Vegas, United States",Las Vegas,United States,36.2333,-115.2654,36.2333,2256509,723.0,Subtropics,Standard,0,,,0.728,0.249,False,Minimal,1,5.0,5.0,0.387,0.352,False,Marginal,1,3.375,False,False,False,False,False,False,False
"Haikou, China",Haikou,China,20.0186,110.3488,20.0186,2250000,18.0,Tropics,Tropical Hotspot,11,2.0,12.0,8.665,0.988,True,Extended,12,1.0,12.0,8.344,0.937,True,Extended,1,0.69,False,True,False,False,True,False,False
"Yuxi, China",Yuxi,China,24.347,102.527,24.347,2249502,1628.0,Subtropics,Emerging Suitability,6,4.0,9.0,3.025,0.545,False,Seasonal,6,4.0,9.0,4.331,0.784,False,Seasonal,0,0.553,False,False,False,False,False,True,False
"Tangerang, Indonesia",Tangerang,Indonesia,-6.1703,106.6403,6.1703,2237006,11.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.668,0.999,True,Extended,12,1.0,12.0,9.823,0.867,False,Extended,0,0.566,False,True,False,False,True,False,False
"Supaul, India",Supaul,India,26.126,86.605,26.126,2229076,53.0,Subtropics,Emerging Suitability,9,2.0,11.0,6.996,0.95,False,Extended,4,5.0,8.0,3.57,0.66,False,Seasonal,-5,0.77,False,False,False,False,False,True,False
"Almaty, Kazakhstan",Almaty,Kazakhstan,43.24,76.915,43.24,2228675,821.0,Temperate,Standard,0,,,0.552,0.272,False,Minimal,3,6.0,8.0,1.391,0.538,False,Marginal,3,0.857,False,False,False,False,False,False,False
"Vienna, Austria",Vienna,Austria,48.2083,16.3725,48.2083,2223236,192.0,Temperate,Invasion Front,3,6.0,8.0,1.331,0.484,False,Marginal,4,5.0,8.0,2.324,0.729,False,Seasonal,1,0.813,False,False,True,False,False,False,True
"Eşfahān, Iran",Eşfahān,Iran,32.6653,51.6703,32.6653,2219343,1576.0,Subtropics,Standard,0,,,0.77,0.277,False,Minimal,1,5.0,5.0,0.499,0.382,False,Marginal,1,3.408,False,False,False,False,False,False,False
"Xining, China",Xining,China,36.6224,101.7804,36.6224,2208708,2254.0,Subtropics,Standard,0,,,0.032,0.032,False,Minimal,1,7.0,7.0,0.712,0.322,False,Marginal,1,0.624,False,False,False,False,False,False,False
"Jincheng, China",Jincheng,China,35.491,112.852,35.491,2194545,706.0,Subtropics,Emerging Suitability,4,5.0,8.0,2.634,0.777,False,Seasonal,4,5.0,8.0,3.142,0.992,False,Seasonal,0,0.834,False,False,False,False,False,True,False
"Baltimore, United States",Baltimore,United States,39.3051,-76.6144,39.3051,2189589,34.0,Subtropics,Emerging Suitability,4,6.0,9.0,3.011,0.864,False,Seasonal,4,5.0,8.0,2.939,0.925,False,Seasonal,0,0.922,False,False,False,False,False,True,False
"Dandong, China",Dandong,China,40.1167,124.3833,40.1167,2188436,9.0,Temperate,Invasion Front,4,6.0,9.0,2.388,0.768,False,Seasonal,4,5.0,8.0,2.662,0.954,False,Seasonal,0,0.522,False,False,True,False,False,False,False
"Yan’an, China",Yan’an,China,36.65,109.494,36.65,2187009,1131.0,Subtropics,Emerging Suitability,3,6.0,8.0,2.026,0.67,False,Marginal,4,5.0,8.0,2.609,0.881,False,Seasonal,1,1.104,False,False,False,False,False,True,False
"Qinbaling, China",Qinbaling,China,35.7091,107.6436,35.7091,2179716,1410.0,Subtropics,Emerging Suitability,3,6.0,8.0,2.044,0.675,False,Marginal,4,5.0,8.0,2.688,0.888,False,Seasonal,1,1.058,False,False,False,False,False,True,False
"Gaoping, China",Gaoping,China,30.7824,106.1281,30.7824,2174000,317.0,Subtropics,Emerging Suitability,6,4.0,9.0,4.514,0.907,False,Seasonal,4,5.0,8.0,3.53,0.956,False,Seasonal,-2,0.891,False,False,False,False,False,True,False
"Awka, Nigeria",Awka,Nigeria,6.2069,7.0678,6.2069,2171900,93.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.791,0.996,False,Extended,12,1.0,12.0,9.011,0.951,False,Extended,0,0.5,False,True,False,False,True,False,False
