city_key,city,country,lat,lon,abs_lat,population,elevation_m,lat_zone,story_tag,season_aegypti,season_start_aegypti,season_end_aegypti,cumulative_aegypti,peak_score_aegypti,bimodal_flag_aegypti,suitability_tier_aegypti,season_albopictus,season_start_albopictus,season_end_albopictus,cumulative_albopictus,peak_score_albopictus,bimodal_flag_albopictus,suitability_tier_albopictus,species_divergence,summer_vpd,altitude_suppressed,tropical_hotspot,invasion_front,mediterranean_pattern,year_round_suitability,emerging_suitability_zone,temperate_albopictus_advantage
"Tokyo, Japan",Tokyo,Japan,35.687,139.7495,35.687,37785000,32.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.789,0.984,False,Seasonal,4,5.0,8.0,2.993,0.895,False,Seasonal,-1,0.749,False,False,False,False,False,True,False
"Jakarta, Indonesia",Jakarta,Indonesia,-6.175,106.8275,6.175,33756000,6.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.668,0.999,True,Extended,12,1.0,12.0,9.823,0.867,False,Extended,0,0.566,False,True,False,False,True,False,False
"Delhi, India",Delhi,India,28.61,77.23,28.61,32226000,215.0,Subtropics,Standard,6,3.0,11.0,4.369,0.831,False,Seasonal,2,7.0,8.0,1.541,0.603,False,Marginal,-4,1.561,False,False,False,False,False,False,False
"Guangzhou, China",Guangzhou,China,23.13,113.26,23.13,26940000,24.0,Tropics,Tropical Hotspot,9,3.0,11.0,6.857,0.951,True,Extended,9,3.0,11.0,5.962,0.852,True,Extended,0,0.823,False,True,False,False,False,False,False
"Mumbai, India",Mumbai,India,19.0761,72.8775,19.0761,24973000,6.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.216,0.98,False,Extended,12,1.0,12.0,8.913,0.85,False,Extended,0,0.501,False,True,False,False,True,False,False
"Manila, Philippines",Manila,Philippines,14.5958,120.9772,14.5958,24922000,10.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.739,0.974,False,Extended,12,1.0,12.0,8.746,0.857,False,Extended,0,0.709,False,True,False,False,True,False,False
"Shanghai, China",Shanghai,China,31.2286,121.4747,31.2286,24073000,36.0,Subtropics,Emerging Suitability,6,5.0,10.0,4.217,0.897,False,Seasonal,4,5.0,8.0,3.27,0.981,False,Seasonal,-2,0.707,False,False,False,False,False,True,False
"São Paulo, Brazil",São Paulo,Brazil,-23.5504,-46.6339,23.5504,23086000,787.0,Subtropics,Emerging Suitability,8,1.0,12.0,5.039,0.66,False,Seasonal,8,1.0,12.0,6.069,0.878,False,Seasonal,0,0.561,False,False,False,False,False,True,False
"Seoul, Korea, South",Seoul,"Korea, South",37.5667,126.9833,37.5667,23016000,51.0,Subtropics,Emerging Suitability,4,6.0,9.0,2.98,0.872,False,Seasonal,4,5.0,8.0,2.973,0.96,False,Seasonal,0,0.676,False,False,False,False,False,True,False
"Mexico City, Mexico",Mexico City,Mexico,19.4333,-99.1333,19.4333,21804000,2242.0,Tropics,Altitude Protected,0,,,0.675,0.184,False,Minimal,5,4.0,8.0,3.131,0.458,True,Seasonal,5,0.556,True,False,False,False,False,False,False
"Kolkāta, India",Kolkāta,India,22.5675,88.37,22.5675,21747000,7.0,Tropics,Tropical Hotspot,11,2.0,12.0,8.57,0.984,False,Extended,12,1.0,12.0,6.217,0.674,False,Seasonal,1,0.652,False,True,False,False,True,False,False
"Cairo, Egypt",Cairo,Egypt,30.0444,31.2358,30.0444,20296000,48.0,Subtropics,Emerging Suitability,8,4.0,11.0,3.965,0.62,False,Seasonal,5,4.0,8.0,1.952,0.502,False,Seasonal,-3,2.013,False,False,False,False,False,True,False
"Karachi, Pakistan",Karachi,Pakistan,24.86,67.01,24.86,20249000,12.0,Subtropics,Year-Round Suitability,12,1.0,12.0,8.746,0.922,False,Extended,7,3.0,9.0,5.121,0.723,False,Seasonal,-5,0.797,False,False,False,False,True,True,False
"Dhaka, Bangladesh",Dhaka,Bangladesh,23.7289,90.3944,23.7289,19134000,17.0,Subtropics,Emerging Suitability,11,2.0,12.0,8.902,0.979,False,Extended,10,2.0,11.0,5.94,0.692,False,Seasonal,-1,0.61,False,False,False,False,False,True,False
"New York, United States",New York,United States,40.6943,-73.9249,40.6943,18832416,18.0,Temperate,Invasion Front,4,6.0,9.0,2.707,0.824,False,Seasonal,4,5.0,8.0,2.882,0.963,False,Seasonal,0,0.895,False,False,True,False,False,False,False
"Beijing, China",Beijing,China,39.9067,116.3975,39.9067,18522000,50.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.211,0.908,False,Seasonal,4,5.0,8.0,2.253,0.648,False,Seasonal,-1,1.385,False,False,False,False,False,True,False
"Bangkok, Thailand",Bangkok,Thailand,13.7525,100.4942,13.7525,18007000,12.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.495,0.92,False,Extended,12,1.0,12.0,7.639,0.795,False,Extended,0,1.08,False,True,False,False,True,False,False
"Shenzhen, China",Shenzhen,China,22.5415,114.0596,22.5415,17619000,14.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.387,0.962,True,Extended,9,3.0,11.0,6.627,0.876,True,Extended,0,0.65,False,True,False,False,False,False,False
"Moscow, Russia",Moscow,Russia,55.7506,37.6175,55.7506,17332000,153.0,Temperate,Standard,1,7.0,7.0,0.7,0.354,False,Marginal,3,6.0,8.0,1.677,0.612,False,Marginal,2,0.635,False,False,False,False,False,False,False
"Buenos Aires, Argentina",Buenos Aires,Argentina,-34.6036,-58.3814,34.6036,16710000,32.0,Subtropics,Emerging Suitability,5,1.0,12.0,3.32,0.731,False,Seasonal,4,1.0,12.0,3.257,0.95,False,Seasonal,-1,0.882,False,False,False,False,False,True,False
"Lagos, Nigeria",Lagos,Nigeria,6.455,3.3841,6.455,16637000,8.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.12,1.0,False,Extended,12,1.0,12.0,9.996,0.969,False,Extended,0,0.414,False,True,False,False,True,False,False
"Bangalore, India",Bangalore,India,12.9789,77.5917,12.9789,15386000,927.0,Tropics,Tropical Hotspot,12,1.0,12.0,7.644,0.868,False,Extended,12,1.0,12.0,9.382,0.984,False,Extended,0,0.631,False,True,False,False,True,False,False
"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,10.7756,106.7019,10.7756,15136000,11.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.034,1.0,False,Extended,12,1.0,12.0,9.026,0.85,False,Extended,0,0.575,False,True,False,False,True,False,False
"Ōsaka, Japan",Ōsaka,Japan,34.6939,135.5022,34.6939,15126000,10.0,Subtropics,Emerging Suitability,6,5.0,10.0,3.931,0.983,False,Seasonal,4,5.0,8.0,2.916,0.916,False,Seasonal,-2,1.037,False,False,False,False,False,True,False
"Chengdu, China",Chengdu,China,30.66,104.0633,30.66,14645000,497.0,Subtropics,Emerging Suitability,6,4.0,9.0,4.348,0.942,False,Seasonal,4,5.0,8.0,3.78,0.921,False,Seasonal,-2,0.896,False,False,False,False,False,True,False
"Istanbul, Turkey",Istanbul,Turkey,41.0136,28.955,41.0136,14441000,44.0,Temperate,Invasion Front,4,6.0,9.0,2.863,0.778,False,Seasonal,4,5.0,8.0,2.917,0.966,False,Seasonal,0,0.804,False,False,True,False,False,False,False
"Tehran, Iran",Tehran,Iran,35.6889,51.3897,35.6889,14148000,1171.0,Subtropics,Standard,0,,,1.075,0.288,False,Minimal,2,5.0,6.0,1.049,0.393,False,Marginal,2,2.495,False,False,False,False,False,False,False
"Kinshasa, Congo (Kinshasa)",Kinshasa,Congo (Kinshasa),-4.3219,15.3119,4.3219,12836000,278.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.18,0.93,True,Extended,12,1.0,12.0,11.056,0.979,True,Extended,0,0.577,False,True,False,False,True,False,False
"Rio de Janeiro, Brazil",Rio de Janeiro,Brazil,-22.9111,-43.2056,22.9111,12592000,15.0,Tropics,Tropical Hotspot,12,1.0,12.0,8.81,0.986,True,Extended,12,1.0,12.0,7.88,0.966,True,Extended,0,0.706,False,True,False,False,True,False,False
"Chennai, India",Chennai,India,13.0825,80.275,13.0825,12395000,12.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.566,0.958,False,Extended,12,1.0,12.0,8.445,0.968,False,Extended,0,1.323,False,True,False,False,True,False,False
"Xi’an, China",Xi’an,China,34.2611,108.9422,34.2611,12328000,410.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,3.444,0.864,False,Seasonal,4,5.0,8.0,2.872,0.728,True,Seasonal,-1,1.294,False,False,False,True,False,True,False
"Lahore, Pakistan",Lahore,Pakistan,31.5497,74.3436,31.5497,12306000,212.0,Subtropics,Standard,7,3.0,11.0,3.864,0.723,False,Seasonal,2,7.0,8.0,1.072,0.465,False,Marginal,-5,1.796,False,False,False,False,False,False,False
"Chongqing, China",Chongqing,China,29.5637,106.5504,29.5637,12135000,243.0,Subtropics,Emerging Suitability,7,4.0,10.0,4.514,0.859,False,Seasonal,5,4.0,8.0,3.517,0.934,False,Seasonal,-2,1.004,False,False,False,False,False,True,False
"Los Angeles, United States",Los Angeles,United States,34.1141,-118.4068,34.1141,11885717,346.0,Subtropics,Emerging Suitability,5,6.0,10.0,2.655,0.6,False,Seasonal,4,5.0,8.0,2.652,0.777,False,Seasonal,-1,0.837,False,False,False,False,False,True,False
"London, United Kingdom",London,United Kingdom,51.5072,-0.1275,51.5072,11262000,17.0,Temperate,Standard,0,,,0.44,0.211,False,Minimal,3,6.0,8.0,1.385,0.483,False,Marginal,3,0.508,False,False,False,False,False,False,False
"Paris, France",Paris,France,48.8567,2.3522,48.8567,11060000,50.0,Temperate,Standard,2,7.0,8.0,1.004,0.378,False,Marginal,3,6.0,8.0,1.957,0.633,False,Marginal,1,0.695,False,False,False,False,False,False,False
"Linyi, China",Linyi,China,35.1038,118.3564,35.1038,10820000,70.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.68,0.973,False,Seasonal,4,5.0,8.0,3.309,0.988,False,Seasonal,-1,0.786,False,False,False,False,False,True,False
"Dongguan, China",Dongguan,China,23.021,113.752,23.021,10646000,6.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.079,0.953,True,Extended,9,3.0,11.0,6.142,0.86,True,Extended,0,0.752,False,True,False,False,False,False,False
"Baoding, China",Baoding,China,38.874,115.464,38.874,10546831,25.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.436,0.915,False,Seasonal,4,5.0,8.0,2.438,0.678,False,Seasonal,-1,1.271,False,False,False,False,False,True,False
"Hyderābād, India",Hyderābād,India,17.3617,78.4747,17.3617,10494000,508.0,Tropics,Tropical Hotspot,10,1.0,12.0,7.049,0.94,False,Extended,9,1.0,12.0,7.349,0.908,False,Extended,-1,1.04,False,True,False,False,False,False,False
"Tianjin, China",Tianjin,China,39.1336,117.2054,39.1336,10368000,9.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.553,0.936,False,Seasonal,4,5.0,8.0,2.654,0.726,False,Seasonal,-1,1.158,False,False,False,False,False,True,False
"Lima, Peru",Lima,Peru,-12.06,-77.0375,12.06,10320000,143.0,Tropics,Year-Round Suitability,6,1.0,12.0,4.237,0.597,False,Seasonal,12,1.0,12.0,7.314,0.829,False,Extended,6,0.435,False,False,False,False,True,False,False
"Wuhan, China",Wuhan,China,30.5934,114.3046,30.5934,10251000,15.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.67,0.955,True,Seasonal,4,5.0,8.0,3.351,0.894,True,Seasonal,-2,0.916,False,False,False,True,False,True,False
"Nanyang, China",Nanyang,China,32.9902,112.5285,32.9902,9577771,130.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.199,0.965,False,Seasonal,4,5.0,8.0,3.3,0.814,False,Seasonal,-1,0.935,False,False,False,False,False,True,False
"Hangzhou, China",Hangzhou,China,30.267,120.153,30.267,9523000,22.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.295,0.859,True,Seasonal,4,5.0,8.0,3.226,0.934,True,Seasonal,-2,0.993,False,False,False,True,False,True,False
"Nagoya, Japan",Nagoya,Japan,35.1833,136.9,35.1833,9197000,10.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.854,0.968,False,Seasonal,4,5.0,8.0,2.947,0.885,False,Seasonal,-1,0.937,False,False,False,False,False,True,False
"Luanda, Angola",Luanda,Angola,-8.8383,13.2344,8.8383,9051000,76.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.865,0.991,True,Extended,12,1.0,12.0,10.173,0.982,True,Extended,0,0.841,False,True,False,False,True,False,False
"Foshan, China",Foshan,China,23.0214,113.1216,23.0214,9042500,3.0,Tropics,Tropical Hotspot,9,3.0,11.0,6.936,0.981,True,Extended,9,3.0,11.0,5.976,0.876,True,Extended,0,0.88,False,True,False,False,False,False,False
"Kuala Lumpur, Malaysia",Kuala Lumpur,Malaysia,3.1686,101.698,3.1686,8911000,38.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.364,0.912,False,Extended,12,1.0,12.0,11.163,0.974,False,Extended,0,0.516,False,True,False,False,True,False,False
"Zhoukou, China",Zhoukou,China,33.6367,114.7014,33.6367,8677800,48.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.109,0.963,False,Seasonal,4,5.0,8.0,3.084,0.795,False,Seasonal,-1,1.023,False,False,False,False,False,True,False
"Tongshan, China",Tongshan,China,34.261,117.1859,34.261,8669000,38.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.994,0.967,False,Seasonal,4,5.0,8.0,3.206,0.852,False,Seasonal,-1,0.878,False,False,False,False,False,True,False
"Hanoi, Vietnam",Hanoi,Vietnam,21.0,105.85,21.0,8587100,13.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.792,0.947,False,Extended,12,1.0,12.0,7.336,0.927,False,Extended,3,0.782,False,True,False,False,True,False,False
"Chicago, United States",Chicago,United States,41.8375,-87.6866,41.8375,8489066,181.0,Temperate,Invasion Front,4,6.0,9.0,2.251,0.722,False,Seasonal,4,5.0,8.0,2.754,0.943,False,Seasonal,0,0.832,False,False,True,False,False,False,False
"Nanjing, China",Nanjing,China,32.0608,118.7789,32.0608,8422000,20.0,Subtropics,Emerging Suitability,5,5.0,9.0,4.248,0.944,False,Seasonal,4,5.0,8.0,3.316,0.962,False,Seasonal,-1,0.789,False,False,False,False,False,True,False
"Heze, China",Heze,China,35.2343,115.4796,35.2343,8287693,55.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.881,0.941,False,Seasonal,4,5.0,8.0,2.954,0.756,False,Seasonal,-1,1.063,False,False,False,False,False,True,False
"Pune, India",Pune,India,18.5203,73.8567,18.5203,8231000,563.0,Tropics,Tropical Hotspot,12,1.0,12.0,7.446,0.823,False,Extended,12,1.0,12.0,8.761,0.966,False,Extended,0,0.372,False,True,False,False,True,False,False
"Jining, China",Jining,China,35.4151,116.5871,35.4151,8081905,40.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.851,0.967,False,Seasonal,4,5.0,8.0,3.038,0.779,False,Seasonal,-1,0.98,False,False,False,False,False,True,False
"Bogotá, Colombia",Bogotá,Colombia,4.7111,-74.0722,4.7111,8034649,2557.0,Tropics,Altitude Protected,0,,,0.0,0.0,False,Minimal,0,,,2.243,0.226,False,Minimal,0,0.39,True,False,False,False,False,False,False
"Ahmedabad, India",Ahmedabad,India,23.0225,72.5714,23.0225,8009000,51.0,Tropics,Tropical Hotspot,9,1.0,12.0,5.597,0.883,False,Extended,7,1.0,12.0,3.876,0.699,False,Seasonal,-2,1.304,False,True,False,False,False,False,False
"Shenyang, China",Shenyang,China,41.8025,123.4281,41.8025,7964000,50.0,Temperate,Invasion Front,3,6.0,8.0,2.745,0.848,False,Marginal,4,5.0,8.0,3.09,0.944,False,Seasonal,1,0.862,False,False,True,False,False,False,True
"Dar es Salaam, Tanzania",Dar es Salaam,Tanzania,-6.8161,39.2803,6.8161,7962000,17.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.671,0.993,False,Extended,12,1.0,12.0,10.609,0.98,False,Extended,0,0.799,False,True,False,False,True,False,False
"Khartoum, Sudan",Khartoum,Sudan,15.6031,32.5265,15.6031,7869000,387.0,Tropics,Standard,2,1.0,12.0,1.176,0.331,False,Marginal,2,1.0,12.0,1.311,0.419,False,Marginal,0,3.132,False,False,False,False,False,False,False
"Johannesburg, South Africa",Johannesburg,South Africa,-26.2044,28.0456,26.2044,7860781,1764.0,Subtropics,Emerging Suitability,4,1.0,12.0,2.336,0.429,False,Seasonal,5,1.0,12.0,3.451,0.679,False,Seasonal,1,0.739,False,False,False,False,False,True,False
"Fuyang, China",Fuyang,China,32.89,115.814,32.89,7599913,35.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.274,0.988,False,Seasonal,4,5.0,8.0,3.259,0.831,True,Seasonal,-1,0.898,False,False,False,True,False,True,False
"Hong Kong, Hong Kong",Hong Kong,Hong Kong,22.3,114.2,22.3,7450000,0.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.605,0.971,True,Extended,11,2.0,12.0,6.92,0.899,True,Extended,2,0.58,False,True,False,False,False,False,False
"Ganzhou, China",Ganzhou,China,25.831,114.933,25.831,7396873,104.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,5.207,0.996,True,Seasonal,6,4.0,9.0,4.246,0.987,True,Seasonal,-1,1.042,False,False,False,True,False,True,False
"Shangqiu, China",Shangqiu,China,34.415,115.656,34.415,7325300,51.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.994,0.953,False,Seasonal,4,5.0,8.0,3.036,0.767,False,Seasonal,-1,1.027,False,False,False,False,False,True,False
"Cangzhou, China",Cangzhou,China,38.3047,116.8387,38.3047,7300783,12.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.546,0.923,False,Seasonal,4,5.0,8.0,2.662,0.713,False,Seasonal,-1,1.177,False,False,False,False,False,True,False
"Riyadh, Saudi Arabia",Riyadh,Saudi Arabia,24.65,46.71,24.65,7237000,590.0,Subtropics,Standard,2,3.0,11.0,1.005,0.34,False,Marginal,0,,,0.82,0.187,False,Minimal,-2,5.24,False,False,False,False,False,False,False
"Santiago, Chile",Santiago,Chile,-33.4372,-70.6506,33.4372,7171000,575.0,Subtropics,Emerging Suitability,4,1.0,12.0,2.176,0.505,False,Seasonal,4,1.0,12.0,2.598,0.71,False,Seasonal,0,1.179,False,False,False,False,False,True,False
"Zhumadian, China",Zhumadian,China,33.014,114.022,33.014,7008427,83.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.25,0.97,False,Seasonal,4,5.0,8.0,3.299,0.852,True,Seasonal,-1,0.901,False,False,False,True,False,True,False
"Zhanjiang, China",Zhanjiang,China,21.2701,110.3575,21.2701,6981236,21.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.885,0.971,True,Extended,12,1.0,12.0,7.369,0.938,True,Extended,3,0.756,False,True,False,False,True,False,False
"Rangoon, Burma",Rangoon,Burma,16.795,96.16,16.795,6874000,21.0,Tropics,Tropical Hotspot,12,1.0,12.0,9.883,0.982,False,Extended,12,1.0,12.0,8.397,0.928,False,Extended,0,0.478,False,True,False,False,True,False,False
"Yancheng, China",Yancheng,China,33.35,120.1569,33.35,6709629,2.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.978,0.997,False,Seasonal,4,5.0,8.0,3.233,0.963,False,Seasonal,-1,0.73,False,False,False,False,False,True,False
"Bijie, China",Bijie,China,27.284,105.292,27.284,6686100,1496.0,Subtropics,Emerging Suitability,3,6.0,8.0,1.728,0.522,False,Marginal,4,5.0,8.0,2.783,0.763,False,Seasonal,1,0.493,False,False,False,False,False,True,False
"Xingtai, China",Xingtai,China,37.0717,114.5048,37.0717,6645766,73.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.538,0.897,False,Seasonal,4,5.0,8.0,2.671,0.714,False,Seasonal,-1,1.21,False,False,False,False,False,True,False
"Hengyang, China",Hengyang,China,26.894,112.572,26.894,6645243,85.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,4.596,0.987,True,Seasonal,5,4.0,8.0,3.626,0.926,True,Seasonal,-2,1.145,False,False,False,True,False,True,False
"Shaoyang, China",Shaoyang,China,27.2395,111.4679,27.2395,6563520,219.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.52,0.969,False,Seasonal,5,4.0,8.0,3.91,0.931,True,Seasonal,0,0.885,False,False,False,True,False,True,False
"Surabaya, Indonesia",Surabaya,Indonesia,-7.2458,112.7378,7.2458,6556000,9.0,Tropics,Tropical Hotspot,12,1.0,12.0,10.517,0.97,False,Extended,12,1.0,12.0,8.419,0.782,False,Extended,0,0.661,False,True,False,False,True,False,False
"Sūrat, India",Sūrat,India,21.205,72.84,21.205,6538000,19.0,Tropics,Tropical Hotspot,12,1.0,12.0,8.745,0.968,False,Extended,12,1.0,12.0,6.868,0.774,False,Extended,0,0.663,False,True,False,False,True,False,False
"Quanzhou, China",Quanzhou,China,24.8744,118.6757,24.8744,6480000,3.0,Subtropics,Mediterranean Pattern,8,4.0,11.0,6.208,0.994,True,Seasonal,7,4.0,10.0,5.093,0.961,True,Seasonal,-1,0.684,False,False,False,True,False,True,False
"Shangrao, China",Shangrao,China,28.4551,117.9431,28.4551,6435300,78.0,Subtropics,Emerging Suitability,6,5.0,10.0,4.656,0.901,False,Seasonal,5,4.0,8.0,3.528,0.896,False,Seasonal,-1,1.033,False,False,False,False,False,True,False
"Zunyi, China",Zunyi,China,27.722,107.031,27.722,6270700,848.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.295,0.818,False,Seasonal,4,5.0,8.0,3.876,0.971,False,Seasonal,-1,0.712,False,False,False,False,False,True,False
"Madrid, Spain",Madrid,Spain,40.4169,-3.7033,40.4169,6211000,667.0,Temperate,Mediterranean Pattern,4,6.0,9.0,1.724,0.428,True,Seasonal,3,5.0,7.0,1.65,0.583,True,Marginal,-1,2.018,False,False,False,True,False,False,False
"Baghdad, Iraq",Baghdad,Iraq,33.3153,44.3661,33.3153,6183000,36.0,Subtropics,Standard,1,4.0,4.0,1.02,0.315,False,Marginal,0,,,0.106,0.095,False,Minimal,-1,5.274,False,False,False,False,False,False,False
"Maoming, China",Maoming,China,21.6627,110.9255,21.6627,6174050,30.0,Tropics,Tropical Hotspot,9,3.0,11.0,7.754,0.998,True,Extended,11,2.0,12.0,7.275,0.907,True,Extended,2,0.629,False,True,False,False,False,False,False
"Miami, United States",Miami,United States,25.784,-80.2101,25.784,6113982,11.0,Subtropics,Year-Round Suitability,12,1.0,12.0,9.218,0.992,False,Extended,5,4.0,8.0,5.544,0.912,False,Seasonal,-7,0.797,False,False,False,False,True,True,False
"Xinyang, China",Xinyang,China,32.149,114.091,32.149,6109106,111.0,Subtropics,Mediterranean Pattern,5,5.0,9.0,4.139,0.968,False,Seasonal,4,5.0,8.0,3.452,0.946,True,Seasonal,-1,0.754,False,False,False,True,False,True,False
"Houston, United States",Houston,United States,29.786,-95.3885,29.786,6046392,19.0,Subtropics,Emerging Suitability,7,4.0,10.0,5.71,0.958,False,Seasonal,5,4.0,8.0,3.644,0.988,False,Seasonal,-2,1.072,False,False,False,False,False,True,False
"Singapore, Singapore",Singapore,Singapore,1.3,103.8,1.3,5983000,20.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.531,0.995,False,Extended,12,1.0,12.0,9.705,0.879,False,Extended,0,0.728,False,True,False,False,True,False,False
"Prayagraj, India",Prayagraj,India,25.4358,81.8464,25.4358,5954391,92.0,Subtropics,Standard,7,2.0,11.0,5.141,0.922,False,Seasonal,2,7.0,8.0,2.646,0.642,False,Marginal,-5,1.346,False,False,False,False,False,False,False
"Huanggang, China",Huanggang,China,30.4537,114.8724,30.4537,5882719,44.0,Subtropics,Mediterranean Pattern,6,5.0,10.0,4.676,0.945,True,Seasonal,4,5.0,8.0,3.384,0.892,True,Seasonal,-2,0.88,False,False,False,True,False,True,False
"Dalian, China",Dalian,China,38.9,121.6,38.9,5871474,34.0,Subtropics,Standard,4,6.0,9.0,2.464,0.804,False,Seasonal,3,6.0,8.0,2.494,0.935,False,Marginal,-1,0.416,False,False,False,False,False,False,False
"Ankara, Turkey",Ankara,Turkey,39.93,32.85,39.93,5864049,851.0,Subtropics,Mediterranean Pattern,3,6.0,8.0,1.562,0.435,False,Marginal,4,5.0,8.0,1.872,0.582,True,Seasonal,1,1.614,False,False,False,True,False,True,False
"Dallas, United States",Dallas,United States,32.7935,-96.7667,32.7935,5843632,151.0,Subtropics,Mediterranean Pattern,7,4.0,10.0,3.979,0.843,True,Seasonal,4,5.0,8.0,2.525,0.904,True,Seasonal,-3,1.596,False,False,False,True,False,True,False
"Qingdao, China",Qingdao,China,36.0669,120.3827,36.0669,5818255,8.0,Subtropics,Standard,4,6.0,9.0,2.864,0.876,False,Seasonal,3,6.0,8.0,2.655,0.968,False,Marginal,-1,0.349,False,False,False,False,False,False,False
"Yulin, China",Yulin,China,22.654,110.181,22.654,5796766,84.0,Tropics,Standard,8,4.0,11.0,6.768,0.988,True,Seasonal,9,3.0,11.0,6.388,0.916,True,Extended,1,0.677,False,False,False,False,False,False,False
"Liaocheng, China",Liaocheng,China,36.4559,115.9852,36.4559,5789863,36.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.778,0.951,False,Seasonal,4,5.0,8.0,2.867,0.765,False,Seasonal,-1,1.089,False,False,False,False,False,True,False
"Douala, Cameroon",Douala,Cameroon,4.05,9.7,4.05,5768400,20.0,Tropics,Tropical Hotspot,12,1.0,12.0,11.035,0.991,False,Extended,12,1.0,12.0,10.502,0.98,False,Extended,0,0.323,False,True,False,False,True,False,False
"Qujing, China",Qujing,China,25.491,103.796,25.491,5765775,1873.0,Subtropics,Emerging Suitability,4,5.0,8.0,1.911,0.414,False,Seasonal,5,4.0,8.0,3.276,0.666,False,Seasonal,1,0.526,False,False,False,False,False,True,False
"Nangandao, China",Nangandao,China,35.3036,113.9268,35.3036,5708191,71.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.85,0.938,False,Seasonal,4,5.0,8.0,2.812,0.731,False,Seasonal,-1,1.166,False,False,False,False,False,True,False
"Addis Ababa, Ethiopia",Addis Ababa,Ethiopia,9.03,38.74,9.03,5704000,2442.0,Tropics,Altitude Protected,0,,,0.77,0.197,False,Minimal,6,1.0,6.0,4.104,0.47,False,Seasonal,6,0.294,True,False,False,False,False,False,False
"Philadelphia, United States",Philadelphia,United States,40.0077,-75.1339,40.0077,5696588,32.0,Temperate,Invasion Front,4,6.0,9.0,2.865,0.783,False,Seasonal,4,5.0,8.0,2.846,0.865,False,Seasonal,0,1.078,False,False,True,False,False,False,False
"Toronto, Canada",Toronto,Canada,43.7417,-79.3733,43.7417,5647656,152.0,Temperate,Standard,2,7.0,8.0,1.357,0.508,False,Marginal,3,6.0,8.0,1.837,0.733,False,Marginal,1,0.573,False,False,False,False,False,False,False
"Zhengzhou, China",Zhengzhou,China,34.764,113.684,34.764,5621593,99.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.888,0.941,False,Seasonal,4,5.0,8.0,2.929,0.76,False,Seasonal,-1,1.116,False,False,False,False,False,True,False
"Nanchong, China",Nanchong,China,30.8372,106.1106,30.8372,5607565,332.0,Subtropics,Emerging Suitability,6,4.0,9.0,4.52,0.913,False,Seasonal,4,5.0,8.0,3.533,0.955,False,Seasonal,-2,0.905,False,False,False,False,False,True,False
"Jinan, China",Jinan,China,36.6702,117.0207,36.6702,5606374,29.0,Subtropics,Emerging Suitability,5,5.0,9.0,3.637,0.946,False,Seasonal,4,5.0,8.0,2.88,0.761,False,Seasonal,-1,1.102,False,False,False,False,False,True,False
"Giza, Egypt",Giza,Egypt,29.987,31.2118,29.987,5598402,22.0,Subtropics,Emerging Suitability,8,4.0,11.0,3.965,0.62,False,Seasonal,5,4.0,8.0,1.961,0.502,False,Seasonal,-3,2.013,False,False,False,False,False,True,False
