city,country,lat,lon,population,month,temp_mean_c,rh_mean_pct,precip_sum_mm,vpd_kpa,photoperiod_h,vpd_score,temp_score_aegypti,temp_score_albopictus,photo_factor_albopictus_temperate_only,suitability_score_aegypti,suitability_score_albopictus,elevation_m
Tokyo,Japan,35.687,139.7495,37785000,1,4.85,62.3,70.2,0.325,9.84,1.0,0.0,0.0,0.0,0.0,0.0,32.0
Tokyo,Japan,35.687,139.7495,37785000,2,5.74,61.6,68.4,0.3523,10.7,1.0,0.0,0.0,0.0,0.0,0.0,32.0
Tokyo,Japan,35.687,139.7495,37785000,3,9.14,63.4,113.3,0.4238,11.73,1.0,0.0,0.0,0.5,0.0,0.0,32.0
Tokyo,Japan,35.687,139.7495,37785000,4,14.2,66.2,116.4,0.5472,12.91,1.0,0.0,0.2359,0.5,0.0,0.118,32.0
Tokyo,Japan,35.687,139.7495,37785000,5,18.89,69.8,133.4,0.66,13.89,1.0,0.3229,0.5836,1.0,0.3229,0.5836,32.0
Tokyo,Japan,35.687,139.7495,37785000,6,22.16,76.7,165.8,0.6221,14.4,1.0,0.5925,0.8262,1.0,0.5925,0.8262,32.0
Tokyo,Japan,35.687,139.7495,37785000,7,25.93,78.0,152.3,0.7369,14.19,1.0,0.9032,0.8949,1.0,0.9032,0.8949,32.0
Tokyo,Japan,35.687,139.7495,37785000,8,27.3,75.5,117.7,0.8879,13.35,1.0,0.9836,0.7938,0.5,0.9836,0.3969,32.0
Tokyo,Japan,35.687,139.7495,37785000,9,23.74,76.2,189.6,0.6976,12.21,1.0,0.7226,0.9433,0.5,0.7226,0.4716,32.0
Tokyo,Japan,35.687,139.7495,37785000,10,18.18,74.6,210.3,0.5303,11.07,1.0,0.2644,0.5309,0.0,0.2644,0.0,32.0
Tokyo,Japan,35.687,139.7495,37785000,11,12.61,71.1,92.9,0.4224,10.08,1.0,0.0,0.1179,0.0,0.0,0.0,32.0
Tokyo,Japan,35.687,139.7495,37785000,12,7.4,65.7,60.6,0.3536,9.59,1.0,0.0,0.0,0.0,0.0,0.0,32.0
Jakarta,Indonesia,-6.175,106.8275,33756000,1,26.33,84.0,310.2,0.5496,12.32,1.0,0.9366,0.8651,1.0,0.9366,0.8651,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,2,26.3,84.6,284.7,0.526,12.2,1.0,0.9345,0.867,1.0,0.9345,0.867,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,3,26.7,83.3,250.5,0.5848,12.04,1.0,0.9671,0.8378,1.0,0.9671,0.8378,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,4,27.0,83.0,211.3,0.6052,11.86,1.0,0.9917,0.8158,1.0,0.9917,0.8158,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,5,27.19,81.7,128.0,0.6599,11.72,1.0,0.9922,0.8015,1.0,0.9922,0.8015,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,6,26.99,79.5,94.3,0.7287,11.64,1.0,0.9908,0.8166,1.0,0.9908,0.8166,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,7,26.88,75.9,74.5,0.8516,11.67,1.0,0.9819,0.8246,1.0,0.9819,0.8246,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,8,27.17,73.1,51.1,0.9691,11.8,1.0,0.9944,0.8035,1.0,0.9944,0.8035,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,9,27.53,72.2,64.6,1.0217,11.97,0.9892,0.964,0.7764,1.0,0.9535,0.768,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,10,27.55,75.3,138.9,0.909,12.14,1.0,0.9624,0.775,1.0,0.9624,0.775,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,11,27.08,80.3,225.6,0.7072,12.29,1.0,0.9987,0.8096,1.0,0.9987,0.8096,6.0
Jakarta,Indonesia,-6.175,106.8275,33756000,12,26.67,82.2,274.1,0.621,12.36,1.0,0.9646,0.84,1.0,0.9646,0.84,6.0
Delhi,India,28.61,77.23,32226000,1,13.35,70.3,25.8,0.4551,10.37,1.0,0.0,0.1731,0.0,0.0,0.0,215.0
Delhi,India,28.61,77.23,32226000,2,17.14,63.6,31.9,0.7111,11.01,1.0,0.1791,0.4542,0.0,0.1791,0.0,215.0
Delhi,India,28.61,77.23,32226000,3,22.7,52.4,23.1,1.3139,11.79,0.8431,0.6374,0.8666,0.5,0.5373,0.3653,215.0
Delhi,India,28.61,77.23,32226000,4,29.29,35.4,15.1,2.6299,12.69,0.1851,0.8182,0.647,0.5,0.1514,0.0599,215.0
Delhi,India,28.61,77.23,32226000,5,32.97,36.2,21.1,3.2044,13.43,0.0,0.5129,0.3759,0.5,0.0,0.0,215.0
Delhi,India,28.61,77.23,32226000,6,33.25,50.0,73.4,2.5489,13.81,0.2255,0.4895,0.3551,1.0,0.1104,0.0801,215.0
Delhi,India,28.61,77.23,32226000,7,30.75,72.6,204.8,1.2155,13.65,0.8922,0.6973,0.5396,1.0,0.6222,0.4815,215.0
Delhi,India,28.61,77.23,32226000,8,29.64,77.9,184.2,0.9199,13.02,1.0,0.7889,0.621,0.5,0.7889,0.3105,215.0
Delhi,India,28.61,77.23,32226000,9,28.76,72.9,96.7,1.0722,12.16,0.9639,0.8621,0.6859,0.5,0.8309,0.3306,215.0
Delhi,India,28.61,77.23,32226000,10,25.58,59.7,13.4,1.32,11.29,0.84,0.8747,0.9204,0.5,0.7347,0.3866,215.0
Delhi,India,28.61,77.23,32226000,11,19.99,60.5,5.6,0.9234,10.55,1.0,0.4139,0.6655,0.0,0.4139,0.0,215.0
Delhi,India,28.61,77.23,32226000,12,14.91,66.5,7.3,0.5676,10.19,1.0,0.0,0.2883,0.0,0.0,0.0,215.0
Guangzhou,China,23.13,113.26,26940000,1,14.38,65.9,53.0,0.5586,10.72,1.0,0.0,0.2493,1.0,0.0,0.2493,24.0
Guangzhou,China,23.13,113.26,26940000,2,16.05,71.0,68.1,0.5288,11.23,1.0,0.089,0.3731,1.0,0.089,0.3731,24.0
Guangzhou,China,23.13,113.26,26940000,3,18.9,76.0,147.8,0.5245,11.84,1.0,0.3242,0.5847,1.0,0.3242,0.5847,24.0
Guangzhou,China,23.13,113.26,26940000,4,23.2,77.9,233.9,0.6292,12.54,1.0,0.6781,0.9032,1.0,0.6781,0.9032,24.0
Guangzhou,China,23.13,113.26,26940000,5,26.5,79.1,331.6,0.7242,13.11,1.0,0.9506,0.8526,1.0,0.9506,0.8526,24.0
Guangzhou,China,23.13,113.26,26940000,6,28.5,80.6,399.1,0.7548,13.41,1.0,0.8835,0.7049,1.0,0.8835,0.7049,24.0
Guangzhou,China,23.13,113.26,26940000,7,29.39,78.4,267.6,0.8859,13.29,1.0,0.8096,0.6393,1.0,0.8096,0.6393,24.0
Guangzhou,China,23.13,113.26,26940000,8,29.1,79.4,288.1,0.8277,12.8,1.0,0.8344,0.6613,1.0,0.8344,0.6613,24.0
Guangzhou,China,23.13,113.26,26940000,9,27.83,75.7,178.3,0.91,12.13,1.0,0.9392,0.7544,1.0,0.9392,0.7544,24.0
Guangzhou,China,23.13,113.26,26940000,10,24.86,67.0,62.5,1.037,11.45,0.9815,0.8152,0.9736,1.0,0.8001,0.9555,24.0
Guangzhou,China,23.13,113.26,26940000,11,20.64,64.0,41.9,0.8752,10.86,1.0,0.4678,0.714,1.0,0.4678,0.714,24.0
Guangzhou,China,23.13,113.26,26940000,12,15.95,60.5,42.2,0.7163,10.58,1.0,0.0804,0.3654,1.0,0.0804,0.3654,24.0
Mumbai,India,19.0761,72.8775,24973000,1,23.5,62.2,0.9,1.0935,10.97,0.9532,0.7032,0.9258,1.0,0.6703,0.8825,6.0
Mumbai,India,19.0761,72.8775,24973000,2,24.49,62.0,0.9,1.1688,11.38,0.9156,0.7848,0.9992,1.0,0.7185,0.9149,6.0
Mumbai,India,19.0761,72.8775,24973000,3,26.64,63.6,1.0,1.2702,11.87,0.8649,0.962,0.8424,1.0,0.832,0.7286,6.0
Mumbai,India,19.0761,72.8775,24973000,4,28.18,71.2,0.7,1.1014,12.44,0.9493,0.91,0.7285,1.0,0.8639,0.6916,6.0
Mumbai,India,19.0761,72.8775,24973000,5,29.33,74.3,21.3,1.0488,12.9,0.9756,0.8152,0.6443,1.0,0.7953,0.6286,6.0
Mumbai,India,19.0761,72.8775,24973000,6,28.29,82.6,429.3,0.6705,13.14,1.0,0.901,0.7205,1.0,0.901,0.7205,6.0
Mumbai,India,19.0761,72.8775,24973000,7,26.84,88.1,641.7,0.4189,13.04,1.0,0.9784,0.8277,1.0,0.9784,0.8277,6.0
Mumbai,India,19.0761,72.8775,24973000,8,26.47,88.0,480.1,0.415,12.65,1.0,0.948,0.8548,1.0,0.948,0.8548,6.0
Mumbai,India,19.0761,72.8775,24973000,9,26.86,85.1,302.6,0.5282,12.1,1.0,0.98,0.8263,1.0,0.98,0.8263,6.0
Mumbai,India,19.0761,72.8775,24973000,10,27.69,75.5,64.5,0.9082,11.55,1.0,0.9513,0.7652,1.0,0.9513,0.7652,6.0
Mumbai,India,19.0761,72.8775,24973000,11,26.7,64.6,8.8,1.2416,11.08,0.8792,0.9672,0.8377,1.0,0.8504,0.7366,6.0
Mumbai,India,19.0761,72.8775,24973000,12,24.59,62.3,5.8,1.1656,10.86,0.9172,0.793,0.9934,1.0,0.7274,0.9112,6.0
Manila,Philippines,14.5958,120.9772,24922000,1,26.3,75.4,33.0,0.8419,11.22,1.0,0.9343,0.8672,1.0,0.9343,0.8672,10.0
Manila,Philippines,14.5958,120.9772,24922000,2,26.78,72.8,22.9,0.9572,11.53,1.0,0.9737,0.8319,1.0,0.9737,0.8319,10.0
Manila,Philippines,14.5958,120.9772,24922000,3,27.97,70.5,26.0,1.1124,11.9,0.9438,0.9277,0.7442,1.0,0.8756,0.7024,10.0
Manila,Philippines,14.5958,120.9772,24922000,4,29.54,68.5,22.0,1.3033,12.33,0.8483,0.7976,0.6287,1.0,0.6767,0.5334,10.0
Manila,Philippines,14.5958,120.9772,24922000,5,29.69,72.9,123.5,1.1293,12.68,0.9353,0.7852,0.6177,1.0,0.7344,0.5777,10.0
Manila,Philippines,14.5958,120.9772,24922000,6,28.94,78.1,178.5,0.8758,12.86,1.0,0.8475,0.673,1.0,0.8475,0.673,10.0
Manila,Philippines,14.5958,120.9772,24922000,7,27.96,82.4,325.2,0.6645,12.79,1.0,0.929,0.7453,1.0,0.929,0.7453,10.0
Manila,Philippines,14.5958,120.9772,24922000,8,27.68,84.2,297.7,0.5868,12.49,1.0,0.9522,0.7659,1.0,0.9522,0.7659,10.0
Manila,Philippines,14.5958,120.9772,24922000,9,27.66,84.1,290.7,0.5896,12.08,1.0,0.9531,0.7668,1.0,0.9531,0.7668,10.0
Manila,Philippines,14.5958,120.9772,24922000,10,27.87,80.7,167.9,0.7254,11.66,1.0,0.9359,0.7515,1.0,0.9359,0.7515,10.0
Manila,Philippines,14.5958,120.9772,24922000,11,27.67,78.3,83.8,0.8032,11.31,1.0,0.9524,0.7661,1.0,0.9524,0.7661,10.0
Manila,Philippines,14.5958,120.9772,24922000,12,26.79,78.1,111.0,0.7723,11.14,1.0,0.9741,0.8315,1.0,0.9741,0.8315,10.0
Shanghai,China,31.2286,121.4747,24073000,1,5.16,72.6,66.2,0.242,10.18,1.0,0.0,0.0,0.0,0.0,0.0,36.0
Shanghai,China,31.2286,121.4747,24073000,2,6.6,72.6,65.3,0.2674,10.9,1.0,0.0,0.0,0.0,0.0,0.0,36.0
Shanghai,China,31.2286,121.4747,24073000,3,10.28,72.0,98.6,0.3506,11.77,1.0,0.0,0.0,0.5,0.0,0.0,36.0
Shanghai,China,31.2286,121.4747,24073000,4,15.49,72.0,105.9,0.4921,12.77,1.0,0.0426,0.3314,0.5,0.0426,0.1657,36.0
Shanghai,China,31.2286,121.4747,24073000,5,20.66,74.0,130.2,0.6329,13.59,1.0,0.4695,0.7155,1.0,0.4695,0.7155,36.0
Shanghai,China,31.2286,121.4747,24073000,6,24.25,81.4,277.5,0.5622,14.02,1.0,0.7649,0.9813,1.0,0.7649,0.9813,36.0
Shanghai,China,31.2286,121.4747,24073000,7,28.5,79.8,157.4,0.7856,13.84,1.0,0.8834,0.7049,1.0,0.8834,0.7049,36.0
Shanghai,China,31.2286,121.4747,24073000,8,28.34,79.9,160.6,0.7736,13.14,1.0,0.897,0.7169,0.5,0.897,0.3585,36.0
Shanghai,China,31.2286,121.4747,24073000,9,24.54,77.7,109.5,0.6886,12.18,1.0,0.7891,0.9969,0.5,0.7891,0.4985,36.0
Shanghai,China,31.2286,121.4747,24073000,10,19.47,73.2,63.7,0.6064,11.22,1.0,0.3706,0.6265,0.0,0.3706,0.0,36.0
Shanghai,China,31.2286,121.4747,24073000,11,13.89,72.8,58.6,0.4324,10.38,1.0,0.0,0.2128,0.0,0.0,0.0,36.0
Shanghai,China,31.2286,121.4747,24073000,12,7.63,70.3,46.9,0.3102,9.98,1.0,0.0,0.0,0.0,0.0,0.0,36.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,1,22.72,80.2,229.7,0.5471,13.3,1.0,0.6389,0.8679,0.5,0.6389,0.434,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,2,22.98,79.4,170.1,0.577,12.79,1.0,0.6601,0.887,0.5,0.6601,0.4435,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,3,22.14,80.9,146.8,0.5083,12.16,1.0,0.5912,0.825,0.5,0.5912,0.4125,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,4,20.75,79.1,66.0,0.5122,11.45,1.0,0.4767,0.722,0.5,0.4767,0.361,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,5,18.05,78.2,63.7,0.4508,10.86,1.0,0.2541,0.5217,0.0,0.2541,0.0,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,6,17.15,76.3,48.5,0.4628,10.56,1.0,0.1799,0.4549,0.0,0.1799,0.0,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,7,16.75,73.3,52.8,0.5096,10.68,1.0,0.1465,0.4249,0.0,0.1465,0.0,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,8,17.72,70.5,40.0,0.5982,11.18,1.0,0.2269,0.4972,0.0,0.2269,0.0,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,9,19.05,71.8,89.4,0.6212,11.87,1.0,0.3361,0.5955,0.5,0.3361,0.2977,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,10,20.42,76.2,116.1,0.5706,12.56,1.0,0.4489,0.697,0.5,0.4489,0.3485,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,11,20.84,78.4,152.4,0.5331,13.16,1.0,0.4842,0.7288,0.5,0.4842,0.3644,787.0
São Paulo,Brazil,-23.5504,-46.6339,23086000,12,22.2,79.1,177.8,0.5584,13.44,1.0,0.5958,0.8291,0.5,0.5958,0.4146,787.0
Seoul,"Korea, South",37.5667,126.9833,23016000,1,-2.75,59.9,21.3,0.1999,9.68,1.0,0.0,0.0,0.0,0.0,0.0,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,2,-0.09,59.1,27.7,0.2482,10.6,1.0,0.0,0.0,0.0,0.0,0.0,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,3,5.32,60.4,39.6,0.3531,11.71,1.0,0.0,0.0,0.5,0.0,0.0,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,4,11.88,59.7,72.1,0.561,12.98,1.0,0.0,0.0639,0.5,0.0,0.032,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,5,17.51,65.3,97.8,0.6946,14.02,1.0,0.2096,0.4816,1.0,0.2096,0.4816,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,6,22.14,71.2,137.5,0.7674,14.58,1.0,0.5907,0.8246,1.0,0.5907,0.8246,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,7,25.03,80.9,316.3,0.606,14.35,1.0,0.8296,0.9607,1.0,0.8296,0.9607,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,8,25.55,80.0,259.6,0.6533,13.45,1.0,0.872,0.9228,0.5,0.872,0.4614,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,9,20.77,74.4,126.1,0.6276,12.23,1.0,0.4783,0.7234,0.5,0.4783,0.3617,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,10,13.94,69.4,55.2,0.4874,11.0,1.0,0.0,0.2165,0.0,0.0,0.0,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,11,6.48,67.1,48.8,0.3183,9.94,1.0,0.0,0.0,0.0,0.0,0.0,51.0
Seoul,"Korea, South",37.5667,126.9833,23016000,12,-0.74,63.2,25.4,0.2127,9.42,1.0,0.0,0.0,0.0,0.0,0.0,51.0
Mexico City,Mexico,19.4333,-99.1333,21804000,1,11.39,58.3,25.8,0.5619,10.95,1.0,0.0,0.0277,1.0,0.0,0.0277,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,2,13.18,52.3,21.8,0.7232,11.36,1.0,0.0,0.1604,1.0,0.0,0.1604,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,3,15.0,47.5,32.1,0.8943,11.87,1.0,0.0021,0.2949,1.0,0.0021,0.2949,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,4,16.62,47.8,51.6,0.9864,12.45,1.0,0.1358,0.4152,1.0,0.1358,0.4152,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,5,17.2,54.5,80.2,0.8927,12.92,1.0,0.1837,0.4584,1.0,0.1837,0.4584,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,6,16.95,64.6,157.6,0.6832,13.17,1.0,0.1633,0.44,1.0,0.1633,0.44,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,7,15.85,72.3,165.0,0.4989,13.07,1.0,0.0729,0.3586,1.0,0.0729,0.3586,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,8,15.9,73.1,168.2,0.4865,12.66,1.0,0.0765,0.3619,1.0,0.0765,0.3619,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,9,15.46,75.8,183.8,0.4252,12.1,1.0,0.0405,0.3294,1.0,0.0405,0.3294,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,10,14.36,71.6,103.2,0.4651,11.54,1.0,0.0,0.2478,1.0,0.0,0.2478,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,11,12.81,66.7,37.2,0.4925,11.06,1.0,0.0,0.1331,1.0,0.0,0.1331,2242.0
Mexico City,Mexico,19.4333,-99.1333,21804000,12,11.76,61.2,17.8,0.5359,10.83,1.0,0.0,0.0546,1.0,0.0,0.0546,2242.0
Kolkāta,India,22.5675,88.37,21747000,1,18.6,68.8,13.8,0.6682,10.76,1.0,0.2992,0.5622,1.0,0.2992,0.5622,7.0
Kolkāta,India,22.5675,88.37,21747000,2,22.56,66.0,24.4,0.9298,11.25,1.0,0.6254,0.8558,1.0,0.6254,0.8558,7.0
Kolkāta,India,22.5675,88.37,21747000,3,27.11,64.5,31.4,1.2739,11.84,0.863,0.9995,0.8079,1.0,0.8626,0.6973,7.0
Kolkāta,India,22.5675,88.37,21747000,4,29.76,69.7,70.5,1.2661,12.53,0.8669,0.7796,0.6127,1.0,0.6759,0.5312,7.0
Kolkāta,India,22.5675,88.37,21747000,5,30.52,74.3,126.3,1.1249,13.08,0.9376,0.7162,0.5564,1.0,0.6715,0.5216,7.0
Kolkāta,India,22.5675,88.37,21747000,6,29.93,81.0,274.5,0.8017,13.38,1.0,0.7648,0.5995,1.0,0.7648,0.5995,7.0
Kolkāta,India,22.5675,88.37,21747000,7,29.01,85.3,356.6,0.5881,13.26,1.0,0.8417,0.6679,1.0,0.8417,0.6679,7.0
Kolkāta,India,22.5675,88.37,21747000,8,28.85,85.8,317.2,0.5653,12.78,1.0,0.855,0.6797,1.0,0.855,0.6797,7.0
Kolkāta,India,22.5675,88.37,21747000,9,28.58,85.5,256.5,0.5673,12.12,1.0,0.8768,0.699,1.0,0.8768,0.699,7.0
Kolkāta,India,22.5675,88.37,21747000,10,27.29,81.4,136.2,0.6753,11.46,1.0,0.984,0.7942,1.0,0.984,0.7942,7.0
Kolkāta,India,22.5675,88.37,21747000,11,23.76,73.0,29.6,0.7955,10.89,1.0,0.7247,0.9451,1.0,0.7247,0.9451,7.0
Kolkāta,India,22.5675,88.37,21747000,12,19.68,69.9,10.6,0.6904,10.62,1.0,0.3883,0.6424,1.0,0.3883,0.6424,7.0
Cairo,Egypt,30.0444,31.2358,20296000,1,13.6,57.2,5.0,0.6664,10.27,1.0,0.0,0.1917,0.0,0.0,0.0,48.0
Cairo,Egypt,30.0444,31.2358,20296000,2,14.95,52.0,4.9,0.8156,10.95,1.0,0.0,0.2913,0.0,0.0,0.0,48.0
Cairo,Egypt,30.0444,31.2358,20296000,3,17.85,47.8,5.2,1.0675,11.78,0.9662,0.2377,0.5069,0.5,0.2297,0.2449,48.0
Cairo,Egypt,30.0444,31.2358,20296000,4,21.56,41.8,1.0,1.4985,12.73,0.7508,0.5433,0.7819,0.5,0.4079,0.2935,48.0
Cairo,Egypt,30.0444,31.2358,20296000,5,25.41,40.8,0.6,1.9224,13.51,0.5388,0.8603,0.9333,1.0,0.4635,0.5028,48.0
Cairo,Egypt,30.0444,31.2358,20296000,6,28.06,44.3,0.1,2.1132,13.92,0.4434,0.9199,0.7373,1.0,0.4079,0.3269,48.0
Cairo,Egypt,30.0444,31.2358,20296000,7,29.09,50.3,0.1,2.0021,13.76,0.499,0.8345,0.6615,1.0,0.4164,0.3301,48.0
Cairo,Egypt,30.0444,31.2358,20296000,8,29.21,52.6,0.2,1.9226,13.09,0.5387,0.8246,0.6527,0.5,0.4442,0.1758,48.0
Cairo,Egypt,30.0444,31.2358,20296000,9,27.6,52.0,0.3,1.7716,12.17,0.6142,0.9588,0.7718,0.5,0.5889,0.237,48.0
Cairo,Egypt,30.0444,31.2358,20296000,10,24.37,54.1,1.1,1.4009,11.25,0.7995,0.7749,0.9903,0.5,0.6196,0.3959,48.0
Cairo,Egypt,30.0444,31.2358,20296000,11,19.47,57.0,2.6,0.973,10.46,1.0,0.3712,0.627,0.0,0.3712,0.0,48.0
Cairo,Egypt,30.0444,31.2358,20296000,12,15.16,58.6,2.6,0.7137,10.07,1.0,0.0153,0.3068,0.0,0.0153,0.0,48.0
Karachi,Pakistan,24.86,67.01,20249000,1,19.95,54.2,4.9,1.0685,10.62,0.9658,0.4105,0.6624,0.0,0.3965,0.0,12.0
Karachi,Pakistan,24.86,67.01,20249000,2,21.75,56.4,4.6,1.1363,11.16,0.9318,0.5587,0.7957,0.0,0.5206,0.0,12.0
Karachi,Pakistan,24.86,67.01,20249000,3,24.76,62.7,2.6,1.1655,11.83,0.9173,0.8071,0.9809,0.5,0.7403,0.4499,12.0
Karachi,Pakistan,24.86,67.01,20249000,4,27.54,68.6,0.9,1.1545,12.59,0.9228,0.9635,0.776,0.5,0.8891,0.358,12.0
Karachi,Pakistan,24.86,67.01,20249000,5,29.39,76.2,1.8,0.9746,13.21,1.0,0.8103,0.6399,0.5,0.8103,0.32,12.0
Karachi,Pakistan,24.86,67.01,20249000,6,30.08,78.4,11.2,0.9225,13.54,1.0,0.7524,0.5886,1.0,0.7524,0.5886,12.0
Karachi,Pakistan,24.86,67.01,20249000,7,29.24,80.6,53.3,0.7888,13.4,1.0,0.8227,0.6509,0.5,0.8227,0.3255,12.0
Karachi,Pakistan,24.86,67.01,20249000,8,28.19,82.2,53.3,0.6811,12.87,1.0,0.9098,0.7283,0.5,0.9098,0.3642,12.0
Karachi,Pakistan,24.86,67.01,20249000,9,28.04,78.9,14.5,0.8,12.14,1.0,0.9222,0.7393,0.5,0.9222,0.3696,12.0
Karachi,Pakistan,24.86,67.01,20249000,10,28.02,67.6,3.1,1.2278,11.4,0.8861,0.9236,0.7406,0.5,0.8184,0.3281,12.0
Karachi,Pakistan,24.86,67.01,20249000,11,25.3,56.6,2.7,1.4001,10.77,0.8,0.8517,0.9409,0.0,0.6814,0.0,12.0
Karachi,Pakistan,24.86,67.01,20249000,12,21.46,53.2,2.8,1.1984,10.46,0.9008,0.5351,0.7745,0.0,0.482,0.0,12.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,1,17.9,73.8,7.0,0.5371,10.69,1.0,0.2414,0.5103,0.0,0.2414,0.0,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,2,21.45,68.1,20.4,0.8164,11.21,1.0,0.5344,0.7739,0.0,0.5344,0.0,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,3,25.89,65.2,69.4,1.1627,11.83,0.9186,0.9006,0.8972,0.5,0.8274,0.4121,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,4,28.11,75.2,171.7,0.9447,12.56,1.0,0.9159,0.7337,0.5,0.9159,0.3669,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,5,28.7,80.3,326.1,0.775,13.15,1.0,0.8671,0.6904,0.5,0.8671,0.3452,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,6,28.92,84.2,371.7,0.6282,13.46,1.0,0.8486,0.674,0.5,0.8486,0.337,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,7,28.68,85.1,353.0,0.5861,13.33,1.0,0.8686,0.6917,0.5,0.8686,0.3459,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,8,28.84,84.5,275.0,0.6149,12.83,1.0,0.8558,0.6803,0.5,0.8558,0.3402,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,9,28.59,84.5,269.8,0.608,12.13,1.0,0.8762,0.6985,0.5,0.8762,0.3492,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,10,27.36,82.0,149.6,0.6557,11.43,1.0,0.9786,0.7894,0.5,0.9786,0.3947,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,11,23.68,76.5,26.1,0.689,10.83,1.0,0.7181,0.9392,0.0,0.7181,0.0,17.0
Dhaka,Bangladesh,23.7289,90.3944,19134000,12,19.46,76.1,11.4,0.5406,10.54,1.0,0.3699,0.6258,0.0,0.3699,0.0,17.0
New York,United States,40.6943,-73.9249,18832416,1,0.03,68.4,84.8,0.1938,9.39,1.0,0.0,0.0,0.0,0.0,0.0,18.0
New York,United States,40.6943,-73.9249,18832416,2,0.82,65.4,78.4,0.2244,10.44,1.0,0.0,0.0,0.0,0.0,0.0,18.0
New York,United States,40.6943,-73.9249,18832416,3,4.85,63.0,107.4,0.3192,11.68,1.0,0.0,0.0,0.5,0.0,0.0,18.0
New York,United States,40.6943,-73.9249,18832416,4,11.0,61.1,93.0,0.5112,13.09,1.0,0.0,0.0,0.5,0.0,0.0,18.0
New York,United States,40.6943,-73.9249,18832416,5,16.63,66.1,88.9,0.6415,14.27,1.0,0.1367,0.416,1.0,0.1367,0.416,18.0
New York,United States,40.6943,-73.9249,18832416,6,21.93,68.4,103.7,0.8319,14.9,1.0,0.574,0.8096,1.0,0.574,0.8096,18.0
New York,United States,40.6943,-73.9249,18832416,7,24.98,68.3,106.0,1.0025,14.64,0.9987,0.8252,0.9646,1.0,0.8242,0.9634,18.0
New York,United States,40.6943,-73.9249,18832416,8,23.96,71.4,104.9,0.85,13.62,1.0,0.741,0.9598,1.0,0.741,0.9598,18.0
New York,United States,40.6943,-73.9249,18832416,9,20.2,73.1,96.4,0.6365,12.25,1.0,0.4313,0.6812,0.5,0.4313,0.3406,18.0
New York,United States,40.6943,-73.9249,18832416,10,13.94,71.9,98.8,0.4482,10.89,1.0,0.0,0.2165,0.0,0.0,0.0,18.0
